"Country.Name","Year","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net.inflows....of.GDP.","GDP..current.US..","GNI..current.US..","Gross.national.expenditure....of.GDP.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people.","Individuals.using.the.Internet....of.population.","Access.to.electricity....of.population.","Access.to.electricity..urban....of.urban.population.","Adjusted.savings..net.national.savings....of.GNI.","Employers..total....of.total.employment...modeled.ILO.estimate.","Foreign.direct.investment..net..BoP..current.US..","Labor.force..female....of.total.labor.force.","Urban.population....of.total.population.","Urban.population.growth..annual...","Compulsory.education..duration..years.","Access.to.electricity..rural....of.rural.population.","Fixed.broadband.subscriptions","Fixed.broadband.subscriptions..per.100.people.","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Adjusted.net.national.income..current.US..","Communications..computer..etc.....of.service.imports..BoP.","Cost.of.business.start.up.procedures....of.GNI.per.capita.","GNI..constant.2015.US..","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Adjusted.net.national.income.per.capita..annual...growth.","Employment.to.population.ratio..ages.15.24..total......national.estimate.","Gini.index","Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","Poverty.gap.at..2.15.a.day..2017.PPP.....","Labor.force.with.basic.education....of.total.working.age.population.with.basic.education.","Labor.force.with.advanced.education....of.total.working.age.population.with.advanced.education.","School.enrollment..tertiary....gross.","School.enrollment..primary.and.secondary..gross...gender.parity.index..GPI.","Educational.attainment..at.least.completed.lower.secondary..population.25...total......cumulative.","International.tourism..expenditures..current.US..","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Primary.completion.rate..total....of.relevant.age.group.","Adolescents.out.of.school....of.lower.secondary.school.age.","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population."
"Poland",2012,14.84,1.45,4.95e+11,4.76e+11,100.71,54100000,140.03,62.31,100,100,5.43,4.17,-5.561e+09,45.02,60.65,-0.21,10,100,6890000,18.01,44.69,47.1,4.19e+11,47.32,13.2,4.2e+11,33.7,1.77,24.79,33,0.2,0.1,19.45,80.68,75.04,1,82.3,8.911e+09,15198,399.28,96.82,3.31,61.6,63.1
"Poland",2013,14.26,0.2,5.16e+11,4.97e+11,98.82,57000000,147.57,62.85,100,100,5.32,4.2,-4.144e+09,44.99,60.53,-0.27,10,100,7030000,18.38,45.87,50.06,4.35e+11,50.26,13.1,4.25e+11,33.31,1.23,24.22,33.1,0.4,0.2,18.71,80.61,73.32,0.98,83.14,8.916e+09,19695,517.74,96.33,3.58,61.94,63.86
"Poland",2014,13.71,3.79,5.39e+11,5.19e+11,99.59,56900000,147.49,66.6,100,100,6.08,4.13,-1.3726e+10,45.07,60.4,-0.28,10,100,7230000,18.9,47.35,50.86,4.55e+11,51.04,12.9,4.4e+11,33.89,4.68,25.81,32.8,0.4,0.2,18.24,80.52,70.24,0.98,83.85,9.177e+09,25891,681.13,96.2,3.9,66.12,67.14
"Poland",2015,12.79,3.27,4.77e+11,4.59e+11,97.92,54500000,141.46,68,100,100,7.85,3.93,-1.0578e+10,45.07,60.28,-0.27,10,100,7270000,18.99,48.4,51.34,4.03e+11,51.51,12.2,4.59e+11,32.93,5.99,26.1,31.8,0.4,0.2,44.99,80.89,69.37,,98.03,8.285e+09,36309,955.84,99.46,4.2,66.91,69.24
"Poland",2016,12.28,3.78,4.7e+11,4.52e+11,97,53000000,137.55,73.3,100,100,7.4,3.95,-3.756e+09,44.95,60.18,-0.21,10,100,7330000,19.15,49.44,51.15,3.95e+11,51.31,12.1,4.72e+11,34.63,2.7,28.52,31.2,0.2,0.1,44.39,80.93,69.85,,85.33,8.509e+09,94640,2492.49,100.44,4.49,72.78,73.84
"Poland",2017,11.38,2.29,5.25e+11,5.02e+11,97.17,50500000,130.95,75.99,100,100,7.4,4,-8.099e+09,44.87,60.11,-0.11,10,100,7630000,19.95,49.66,51.49,4.41e+11,51.65,12,4.94e+11,34.95,5.2,29.78,29.7,0.3,0.2,44.5,80.6,70.62,0.98,98.18,9.42e+09,248163,6534.93,105.24,4.73,75.46,76.53
"Poland",2018,10.68,3.26,5.89e+11,5.64e+11,97.95,48300000,125.35,77.54,100,100,7.98,4.05,-1.6825e+10,44.99,60.06,-0.08,10,100,7850000,20.53,50.63,52.05,4.96e+11,52.19,11.8,5.24e+11,35.15,5.63,31.03,30.2,0.2,0.1,44.02,80.83,71.02,0.98,98.24,1.0367e+10,616219,16227.07,94.18,3.68,77.3,77.79
"Poland",2019,9.86,2.96,5.96e+11,5.71e+11,96.3,48400000,125.72,80.44,100,100,8.74,4.03,-1.2253e+10,44.82,60.04,-0.06,10,100,7840000,20.5,50.85,52.96,5.03e+11,53.11,11.6,5.48e+11,35.26,5.33,31.78,28.8,0.1,0,43.53,80.73,70.91,0.98,98.25,1.0161e+10,782319,20606.06,94.68,4.7,79.97,80.92
"Portugal",2008,15.93,2.97,2.63e+11,2.55e+11,109.55,14000000,132.78,44.13,100,100,-5.23,5.54,-2240374782,47.39,59.36,1.18,9,100,1640000,15.48,29.79,36.99,2.11e+11,37.86,6.5,1.98e+11,40.89,-2.2,34.08,36.6,0.1,0.1,63.71,85.44,,1,37.55,5.284e+09,,,,,40.08,48.37
"Portugal",2009,15.2,2.28,2.45e+11,2.36e+11,106.91,11800000,111.37,48.27,100,100,-6.13,5.42,-1950404507,47.82,59.96,1.11,12,100,1910000,18.08,31.13,40.36,1.95e+11,40.94,6.4,1.95e+11,38.7,-1.61,30.84,34.9,0.2,0.1,61.92,83.89,,1,39.66,4.609e+09,,,,,43.9,52.85
"Portugal",2010,14.36,3.77,2.38e+11,2.31e+11,107.64,12200000,115.32,53.3,100,100,-6.57,5.17,-12304384816,48.16,60.57,1.05,12,100,2130000,20.1,28.18,38.35,1.9e+11,38.85,6.5,1.98e+11,36.12,1.1,27.9,35.8,0.1,0.1,61.04,83,,1,41.3,4.692e+09,1717,162.39,,,48.32,58.5
"Portugal",2011,13.23,4.01,2.45e+11,2.41e+11,104.19,12300000,116.75,55.25,100,100,-4.34,5.16,5939898180,47.72,61.17,0.84,12,100,2240000,21.25,29.21,36.84,1.98e+11,37.25,2.3,1.96e+11,38.15,-1.05,26.61,36.3,0.5,0.2,59.51,81.88,,0.99,45.01,4.951e+09,2256,213.69,,,52.53,58.1
"Portugal",2012,11.92,9.9,2.16e+11,2.11e+11,100.49,11900000,113.26,60.34,100,100,-4.24,5.05,-16850416517,48.13,61.76,0.56,12,100,2390000,22.74,27.55,34.87,1.72e+11,35.37,2.3,1.87e+11,37.08,-4.6,23.02,36,0.7,0.4,57.97,80.52,,0.99,47.23,4.482e+09,3767,358.26,,,56.29,64.56
"Portugal",2013,10.25,6.95,2.26e+11,2.23e+11,98.9,12000000,114.59,62.1,100,100,-1.78,5.23,-8650582593,48.43,62.35,0.4,12,100,2560000,24.51,30.19,36.11,1.84e+11,36.49,2.4,1.88e+11,35,2.28,21.67,36.2,0.9,0.4,55.84,79.55,,0.98,49.29,4.882e+09,4420,422.67,,0.15,58.21,66.29
"Portugal",2014,9.06,5.24,2.3e+11,2.25e+11,99.85,11900000,114.29,64.59,100,100,-2.55,5.2,-8621953200,48.61,62.94,0.39,12,100,2860000,27.46,28.58,39.33,1.85e+11,39.66,2.3,1.89e+11,34.3,0.67,22.38,35.6,0.5,0.2,53.64,81.89,,0.97,51.44,5.213e+09,5570,535.52,,0.04,60.88,68.63
"Portugal",2015,8.24,0.64,1.99e+11,1.94e+11,99.26,11700000,113.02,68.63,100,100,-1.64,4.8,-2385447345,48.81,63.51,0.5,12,100,3140000,30.3,28.31,40.34,1.6e+11,40.85,2.2,1.94e+11,33.53,2.95,22.81,35.5,0.5,0.3,52.55,82.35,61.86,0.97,52.71,4.576e+09,9336,901.33,,0.26,65.72,71.81
"Portugal",2016,7.9,3.56,2.06e+11,2.01e+11,98.85,11600000,111.99,70.42,100,100,-0.93,4.77,-4166477908,48.75,64.09,0.58,12,100,3380000,32.63,28.1,43.01,1.66e+11,43.3,2.1,2e+11,33.17,3.33,23.9,35.2,0.4,0.2,51.3,82.95,63.27,0.97,54.19,4.707e+09,32838,3180.3,,0.52,69,71.98
"Portugal",2017,7.85,4.83,2.21e+11,2.16e+11,98.99,11800000,114.13,73.79,100,100,0.76,4.8,-8405018326,48.88,64.65,0.64,12,100,3570000,34.6,25.95,40.84,1.78e+11,41.15,2.1,2.06e+11,33.98,3.45,25.87,33.8,0.4,0.2,51.36,82.3,64.17,0.97,55.18,5.509e+09,128391,12464.78,,0.66,71.56,76.23
"Portugal",2018,7.56,3.24,2.42e+11,2.36e+11,99.54,11900000,115.25,74.66,100,100,0.8,4.84,-6392193345,49.18,65.21,0.7,12,100,3780000,36.65,25.31,39.84,1.94e+11,40.18,2,2.11e+11,34.18,2.25,27.24,33.5,0.3,0.2,50.29,83.43,65.03,0.99,54.3,6.427e+09,164308,15977.33,99.8,0.75,73.03,76.44
"Portugal",2019,7.8,4.3,2.4e+11,2.34e+11,99.55,11900000,115.74,75.35,100,100,0.77,4.83,-8687999451,49.37,65.76,0.87,12,100,3970000,38.36,25.73,40.97,1.91e+11,41.25,1.9,2.18e+11,34.28,2.72,28.02,32.8,0.1,0.1,49.17,83.76,65.93,0.99,57.95,6.823e+09,196988,19150.59,101.3,0.12,74.06,76.76
"Romania",2008,47.62,6.38,2.14e+11,2.1e+11,112.86,24500000,118.8,32.42,96.5,97,7.42,1.33,-13354821284,44.7,53.57,-1.42,10,95.8,2520000,12.15,59.1,44.14,1.75e+11,44.73,3.6,1.67e+11,30.41,16.39,24.75,36.4,4.1,1.4,36.63,81.25,73.45,0.99,86.36,2.407e+09,,,90.32,13.62,30.79,34.11
"Romania",2009,48.5,2.66,1.74e+11,1.72e+11,106.43,25100000,122.64,36.6,96.8,97.3,6.29,1.42,-4624155850,44.6,53.7,-0.59,10,96.1,2810000,13.67,61.72,52.03,1.42e+11,52.58,2.9,1.59e+11,30.93,-4.57,24.51,35.6,3.1,0.8,36.9,81.28,81.53,0.99,86.78,1.766e+09,,,95.7,5.18,34.84,38.43
"Romania",2010,41.96,1.89,1.7e+11,1.68e+11,106.49,24400000,119.79,39.93,97.1,98,4.47,1.32,-2978138616,43.83,53.83,-0.35,10,96,3000000,14.69,62.49,54.1,1.37e+11,54.85,2.8,1.53e+11,31.21,-4.41,24.31,35.5,4.2,1.5,36.57,80.72,75.23,0.99,87.28,1.897e+09,790,39.02,96.95,5.36,38.2,41.72
"Romania",2011,38.32,1.23,1.93e+11,1.9e+11,105.61,23400000,115.82,40.01,97.4,98.4,4.4,1.19,-2313269045,44.36,53.96,-0.25,10,96.3,3280000,16.19,59.49,50.28,1.52e+11,50.97,3.1,1.6e+11,30.71,3.41,23.37,35.9,5.4,2,34.56,80.55,66.79,0.99,88.2,2.294e+09,1227,60.9,98.32,5.42,38.7,41.37
"Romania",2012,37.97,1.7,1.79e+11,1.76e+11,105.04,22800000,113.42,45.88,97.8,98.7,3.52,1.24,-3255018087,44.11,53.97,-0.42,10,96.7,3540000,17.57,59.04,52.04,1.41e+11,52.67,2.9,1.62e+11,30.54,1.56,23.65,36.5,6.2,2.2,34.84,80.32,54.95,0.99,88.91,2.108e+09,2635,131.37,95.24,7.02,44.31,47.51
"Romania",2013,35.35,2.03,1.9e+11,1.87e+11,100.91,22900000,114.17,49.76,98.1,99,6.04,1.27,-3915347492,43.95,53.94,-0.44,10,97.1,3790000,18.89,58.8,56.57,1.5e+11,57.1,2.5,1.63e+11,30.07,1.52,22.94,36.9,6.6,2.3,34.72,80.5,51.38,,89.44,2.125e+09,3515,175.89,,,48.05,51.54
"Romania",2014,36.57,1.94,2e+11,1.99e+11,100.42,22900000,114.62,54.08,98.4,99.1,6.25,1.14,-3599990318,43.87,53.9,-0.44,10,97.6,4020000,20.11,59.12,56.2,1.6e+11,56.77,2.2,1.72e+11,29.56,6.72,22.46,36,7,2.5,36.64,80.34,51.1,,89.05,2.741e+09,4912,246.72,,7.59,51.79,56.41
"Romania",2015,37.15,2.43,1.78e+11,1.76e+11,100.82,23100000,116.15,55.76,98.8,99.2,6.76,1.12,-3287453782,43.25,53.89,-0.49,10,98.2,4260000,21.45,56.97,56.7,1.43e+11,57.19,2.1,1.76e+11,31.27,5.14,24.5,35.9,5.3,1.7,33.94,81.95,49.36,0.99,89.49,2.526e+09,7158,361.23,92.97,8.61,53.14,58.43
"Romania",2016,38.02,3.37,1.85e+11,1.83e+11,101.06,22900000,115.67,59.5,99.1,99.5,4.06,1.03,-4996271644,43.14,53.9,-0.55,10,98.6,4450000,22.5,57.88,55.79,1.49e+11,56.19,2,1.8e+11,28.03,3.27,22.26,34.4,3.2,1.1,31.98,81.67,49.91,0.99,90,2.91e+09,67411,3421.48,89.26,9.38,56.91,62.14
"Romania",2017,38.65,2.83,2.1e+11,2.07e+11,102.49,22400000,113.71,63.75,100,99.6,3.48,1.04,-5566577168,43.56,53.94,-0.51,10,100,4750000,24.15,56.42,50.54,1.7e+11,50.73,0.4,1.95e+11,29.95,9.63,24.47,36,3.3,1.3,32.22,82.74,50.51,1,90.53,4.955e+09,240048,12254.4,,10.21,62.12,65.41
"Romania",2018,37.73,3.02,2.43e+11,2.39e+11,103.39,22600000,115.44,70.68,99.8,99.8,1.47,1.05,-5840119127,43.32,54,-0.47,10,99.9,5090000,25.97,57.3,48.89,1.95e+11,48.93,0.4,2.06e+11,29.5,6.55,24.71,35.8,2.7,0.9,31.66,82.62,51.99,1,91.08,6.109e+09,310378,15938.1,87.99,11.04,69.61,71.76
"Romania",2019,37.09,2.93,2.51e+11,2.47e+11,104.1,22700000,116.12,73.66,100,100,2.59,1.14,-5441572773,43.14,54.08,-0.37,10,100,5280000,27.06,57.16,48.81,2.04e+11,49.04,0.3,2.15e+11,29.63,6.41,24.67,34.8,2.2,0.7,32.48,82.56,52.44,1,91.16,7.172e+09,371250,19164.61,87.55,11.29,72.04,75.3
"Russian Federation",2008,32.75,4.5,1.66e+12,1.61e+12,92.23,200000000,139.28,32,98.3,98.5,21.07,1.27,-19120290000,49,73.6,0.02,9,97.8,9280000,6.45,49.29,46.8,1.3e+12,48.07,,,41.84,4.44,35.96,,,,,,77.53,0.99,,2.6401e+10,,,95.41,,,
"Russian Federation",2009,32.78,2.99,1.22e+12,1.18e+12,94.35,230000000,160.51,42.55,98.4,98.6,9.8,1.27,6697430000,49.11,73.64,0.09,9,98,12900000,8.97,48.99,45.46,9.55e+11,47.34,,,42.1,-17.27,34.33,,,,,,77.87,0.99,,2.3785e+10,,,93.35,,38.77,47.49
"Russian Federation",2010,30.58,2.83,1.52e+12,1.48e+12,92.83,238000000,165.66,49,99.3,99,16.67,1.27,9448500000,48.85,73.69,0.11,9,100,15700000,10.91,48.23,42.29,1.22e+12,43.86,,,41.38,13.28,34.3,,,,27.66,68.88,,,93.85,3.0169e+10,2442,17.09,,,,
"Russian Federation",2011,29.88,2.69,2.05e+12,1.99e+12,92.27,204000000,141.79,58,99.2,99.1,20.08,1.23,11767160000,48.89,73.73,0.18,9,99.6,17600000,12.24,47.49,41.84,1.62e+12,43.18,,,41.58,8.98,35.16,,,,29.13,69.4,80.16,0.99,98.7,3.7343e+10,4126,28.85,90.6,,,
"Russian Federation",2012,29.42,2.29,2.21e+12,2.14e+12,93.97,208000000,144.5,66,100,100,17.77,1.17,-1765140000,48.81,73.79,0.33,9,100,20900000,14.5,48.48,40.64,1.75e+12,41.84,,1.32e+12,39.74,3.77,33.83,,,,29.73,69.3,80.53,0.99,98.97,4.8096e+10,8245,57.51,95.75,,,
"Russian Federation",2013,28.5,3.02,2.29e+12,2.21e+12,95.11,218000000,151.26,67.97,100,100,13.9,1.28,17287630000,48.64,73.86,0.4,11,100,23700000,16.42,49.42,39.76,1.81e+12,41,1.5,1.34e+12,40.11,-0.93,34.51,,,,28.92,69.57,82.8,0.99,99.1,5.9504e+10,11442,79.57,94.76,6.65,66.84,69.24
"Russian Federation",2014,27.6,1.07,2.06e+12,1.99e+12,94.18,221000000,152.79,70.52,100,100,13.4,1.33,35050840000,48.54,73.95,0.42,11,100,25000000,17.22,47.09,41.21,1.61e+12,42.24,1.4,1.35e+12,38.91,-2.54,33.53,36.9,0.3,0.1,27.86,70.66,84.52,0.99,99.22,5.5383e+10,17310,120.01,95.01,7.15,69.56,71.59
"Russian Federation",2015,24.82,0.5,1.36e+12,1.33e+12,92.59,227000000,156.77,70.1,95.5,95.1,14.07,1.29,15232100000,48.39,74.05,0.41,11,96.6,26900000,18.5,47.1,42.22,1.08e+12,43.22,1.4,1.33e+12,38.09,-6.21,31.94,36.5,0.3,0.1,29.34,70.79,84.24,0.99,99.35,3.8432e+10,46313,320.19,97.34,6.03,69.57,70.69
"Russian Federation",2016,21.89,2.55,1.28e+12,1.24e+12,94.81,229000000,157.72,73.09,99.4,99.1,11.82,1.28,-10224570000,48.38,74.16,0.41,11,100,27500000,18.88,46.84,46.92,1.01e+12,48,1.2,1.29e+12,37.76,-3.93,31.53,36.7,0.3,0.1,29.07,71.34,83.86,0.99,99.46,2.7654e+10,168007,1158.55,94.94,5.68,72.6,73.64
"Russian Federation",2017,18.29,1.81,1.57e+12,1.53e+12,94.69,227000000,156.19,76.01,100,99.1,12.53,1.36,8199590000,48.34,74.29,0.36,11,100,31100000,21.28,46.74,43.96,1.24e+12,44.86,1.1,1.32e+12,35.49,3.19,29.73,35.5,0.3,0.1,21.43,66.67,81.71,0.98,97.49,3.5584e+10,511677,3521.68,,3.14,75.56,76.52
"Russian Federation",2018,16.24,0.53,1.66e+12,1.62e+12,89.99,229000000,157.43,80.86,100,100,16.92,1.45,22592030000,48.44,74.43,0.26,11,100,32100000,21.9,44.15,43.9,1.28e+12,44.68,1.1,1.36e+12,34.3,5.4,28.48,35.3,0.1,0.1,21.75,66.95,81.57,0.98,97.57,3.8791e+10,749930,5157.77,99.6,2.94,80.08,81.76
"Russian Federation",2019,14.95,1.89,1.69e+12,1.64e+12,92.36,240000000,164.39,82.64,99.8,99.2,13.95,1.44,-10051630000,48.47,74.59,0.24,11,100,32900000,22.42,45.72,43.56,1.31e+12,44.32,1,1.38e+12,33.27,0.22,28.2,35.7,0.2,0.1,21.86,67.14,80.95,0.98,97.91,4.0611e+10,1348308,9269.7,100.02,1.97,81.99,83.39
"Serbia",2008,21.06,7.77,52194221469,50760930308,121.79,9620000,130.69,35.6,99.6,99.6,-5.38,4.36,-3727299718,44.36,54.55,-0.02,8,99.6,457000,6.21,50.71,37.23,42974405259,38.07,7.6,37654116074,32.47,6.35,21.07,,,,49.52,68.58,49.42,1.02,84.68,1.448e+09,,,106.2,0.8,,
"Serbia",2009,20.58,6.49,45162894381,44499542768,113.33,9910000,135.32,38.1,99.6,99.7,0.11,3.56,-2882297554,44.27,54.77,0.01,8,99.6,591000,8.06,52.57,39.93,37711138621,40.77,7.1,37113882463,28.88,-0.24,16.89,,,,46.71,65.31,50.45,1.01,85.07,1.105e+09,,,97.97,0.26,36.35,47.27
"Serbia",2010,20.21,4.05,41819468692,40930426135,112.22,9920000,136.02,40.9,99.7,99.9,0.09,3.62,-1500637750,44.01,54.99,0,8,99.5,860000,11.8,53.09,41.01,34805712687,41.82,7.9,37155330237,28.21,-2.49,15.16,,,,43.55,64.55,49.53,1.01,85.63,1.103e+09,54,7.41,95.69,0.7,,
"Serbia",2011,19.32,10.01,49258136129,47365226486,112.81,10200000,141.04,42.2,99.7,99.8,-4.41,3.86,-4620734306,43.76,55.22,-0.39,8,99.6,970000,13.44,52.12,40.56,39590640930,41.48,7.8,37242939842,28.48,-0.28,13.98,,,,43.31,63.32,52.14,1.02,84.59,1.263e+09,188,25.99,100.6,0.5,,
"Serbia",2012,19.29,2.94,43309252921,41878044816,113.78,9140000,127.2,48.1,99.8,99.9,-3.55,3.89,-948129244.8,43.76,55.36,-0.23,8,99.6,1060000,14.81,51.54,41.82,35127491040,42.72,7.7,37220163174,29.63,-1.17,14.5,39.9,5.3,2.8,44.03,62.13,54.01,1.02,65.63,1.188e+09,382,53.06,97.99,0.35,,
"Serbia",2013,18.64,4.26,48394239475,46496559960,108.22,9200000,128.67,53.45,99.9,99.9,0.84,3.78,-1727462621,43.99,55.47,-0.28,8,99.9,1170000,16.42,51.67,41.99,39658299596,42.85,7.2,38029847903,28.7,6.33,14.52,39.4,5.8,3,44.96,63.38,56.7,1.02,85.79,1.29e+09,484,67.56,97.99,0.41,49.34,56.08
"Serbia",2014,18.81,4.25,47062202419,45266921077,108.08,9340000,131.35,62.08,99.7,99.8,0.07,3.57,-1648820683,44.26,55.58,-0.26,8,99.5,1190000,16.74,52.47,42.23,38695720368,43.02,6.8,37453936112,28.46,0.07,14.93,40.4,6.9,4.1,33.52,69.01,58.37,1.02,86.73,1.36e+09,664,93.12,102.58,2.02,57.46,65.33
"Serbia",2015,17.5,5.91,39655949731,37809798925,107.04,9160000,129.38,65.32,99.9,99.9,3.66,3.77,-1998858560,44.2,55.7,-0.29,8,99.9,1320000,18.66,52.42,40.56,32529189658,41.29,6.6,37809798925,29.21,1.21,16.6,40.5,6.6,3.8,30.89,69.62,58.95,1.01,88.64,1.254e+09,1001,141.08,101.92,0.63,59.55,69.51
"Serbia",2016,15.97,5.79,40692661657,38446580339,104.83,9090000,129.18,67.06,99.9,100,3.58,3.35,-2102831263,44.71,55.81,-0.32,8,99.9,1450000,20.61,53.43,40.96,33028807360,41.66,6.5,38711714512,30.31,3.07,19.72,38.8,6.4,3.9,33.46,70.29,62.91,1.01,89.49,1.351e+09,3894,551.69,100.08,0.88,65.01,69.18
"Serbia",2017,14.76,6.55,44179075779,41320185767,106.58,8620000,123.14,70.33,100,100,2.51,3.47,-2745109622,44.96,55.94,-0.3,8,100,1480000,21.15,53.64,42.14,35288389718,42.78,2.3,39124931496,30.64,1.05,20.86,36.1,5.4,3,33.24,71.95,67.58,1.01,89.8,1.549e+09,40739,5802.57,100.61,0.9,67.38,73.39
"Serbia",2018,13.43,8.04,50640662859,48055917103,108.63,8430000,121.07,73.36,100,100,5.54,3.59,-3713792631,44.86,56.09,-0.28,8,100,1550000,22.29,57.35,44.16,40979555733,44.71,2.2,41483506536,30,6.43,21.09,35,2.9,1.4,32.91,72.49,68.32,1.01,72.56,1.837e+09,48178,6899.72,98.27,0.63,70.08,76.75
"Serbia",2019,13.81,8.29,51514242939,48729143357,109.93,8450000,122.05,77.42,99.8,99.9,4.47,3.36,-3972929429,45.09,56.26,-0.24,8,99.7,1620000,23.44,59.06,44.25,41260282499,44.72,2.3,43126392023,29.64,4.48,21.48,34.5,2.3,1.2,33.89,71.75,69.04,1.01,91.79,2e+09,56061,8071.87,98.36,1.27,73.74,81.22
"Slovak Republic",2008,21.53,4.6,1.01e+11,99157939541,101.77,5520000,102.57,66.05,100,100,5.73,3.22,-4117039837,44.61,55.11,-0.19,10,100,605000,11.24,34.77,39.01,80754991344,36.59,3.3,80223653534,32.4,5.58,26.24,26,0.4,0.2,18.11,,54.16,1.01,,2.671e+09,,,97.67,1.7,69.28,73.42
"Slovak Republic",2009,22.26,1.7,89399303222,88925939174,100.17,5500000,102.02,70,100,100,-1.15,3.46,972626959.2,44.31,54.96,-0.14,10,100,775000,14.39,32.02,41.75,71542940465,39.93,2,76142393580,31.31,-5.83,22.75,27.2,0.4,0.2,16.77,,56.77,1.01,,2.251e+09,,,97.01,1.89,73.29,77.12
"Slovak Republic",2010,23.07,2.32,91162836320,89266361509,100.33,5930000,109.8,75.71,100,100,3.16,3.57,-876088380,44.63,54.69,-0.41,10,100,877000,16.26,33.55,37.41,72674385063,36.17,1.9,79490737057,30.96,5.33,20.55,27.3,0.5,0.3,17.49,,58.04,1.01,98.98,2.146e+09,738,136.88,96.49,2.23,76.47,82.47
"Slovak Republic",2011,22.81,5.44,99922685425,96477145180,99.32,5980000,110.74,74.44,100,100,4.25,3.51,-2733621386,44.2,54.42,-0.36,10,100,953000,17.66,35.72,35.24,78696197512,34.49,1.8,79599848773,30.08,0.08,20.03,26.5,0.4,0.2,17.61,75.94,57.15,1,99.05,2.45e+09,1074,198.95,98.53,2.58,73.12,75.89
"Slovak Republic",2012,21.61,1.88,94623731086,93046097962,94.5,6090000,112.67,76.71,100,100,5.63,3.03,-3008780999,44.32,54.28,-0.09,10,100,1050000,19.34,41.71,33.91,76350742253,32.89,1.8,81216856189,30.49,2.61,20.11,26.1,0.4,0.2,18.24,75.05,57.04,1,99.3,2.309e+09,1934,357.65,95.36,2.84,74.35,79.32
"Slovak Republic",2013,21.9,1.01,98935222175,98208151923,94.47,6210000,114.66,77.88,100,100,5.99,3.13,272819684.7,44.55,54.14,-0.15,10,100,1110000,20.5,41.29,43.72,80562431640,43.85,1.5,82034039061,30.79,0.86,20.43,28.1,0.3,0.2,18.8,74.7,55.25,1.01,99.28,2.523e+09,2673,493.78,94.79,3.19,78.16,77.59
"Slovak Republic",2014,23.01,-0.36,1.01e+11,1e+11,95.23,6380000,117.69,79.98,100,100,6.33,3.09,642121248.2,45,54,-0.16,10,100,1190000,22,39.1,43.46,82514301615,43.49,1.5,83819794511,31.66,2.37,23.19,26.1,0.7,0.4,20.31,74.21,53.88,1,99.34,2.582e+09,3564,657.73,93,3.67,79.43,80.56
"Slovak Republic",2015,24.19,1.71,88900883131,86733263301,96.99,6680000,123.06,77.63,100,100,6.78,3.12,-102094545.7,45.05,53.89,-0.11,10,100,1270000,23.5,37.8,42.98,71566116397,43.06,1.5,86733263301,31.78,3.68,23.35,26.5,0.7,0.3,20.44,74.12,52.72,1,99.27,2.266e+09,5795,1068.44,93.85,4.07,76.87,78.42
"Slovak Republic",2016,26.22,5.27,89952699525,87583418795,97.1,6990000,128.7,80.48,100,100,4.78,3.19,-669237899.2,45.23,53.81,-0.03,10,100,1340000,24.63,38.43,45.91,72101649694,46,1.1,87894197676,32.42,0.98,25.21,25.2,1.4,1.1,20.28,74.35,50.3,1,99.3,2.42e+09,17600,3240.78,93.72,4.26,79.29,81.7
"Slovak Republic",2017,26.93,4.42,95649966261,93926182365,97.91,7120000,130.86,81.63,100,100,4.77,3.06,-2726796237,45.4,53.75,0.05,10,100,1410000,25.86,41.84,44.8,77501395416,44.9,1.1,90800142859,33.18,3.38,26.9,23.2,0.2,0.1,21.64,74.07,49.13,1.01,99.28,2.599e+09,37877,6963.67,94.31,4.48,80.28,83
"Slovak Republic",2018,26.81,2.12,1.06e+11,1.04e+11,98.13,7240000,132.95,80.45,100,100,5.68,2.93,-1292870176,45.18,53.73,0.09,10,100,1510000,27.7,43.14,44.47,86557273960,44.57,1,94140235998,32.29,3.97,27.46,25,0.2,0.1,21.26,73.71,47.81,1.01,99.27,2.823e+09,70772,12993.39,92.13,4.57,80.39,80.51
"Slovak Republic",2019,26.88,2.16,1.06e+11,1.03e+11,99.68,7400000,135.67,82.85,100,100,3.8,2.99,-2450723016,45.24,53.73,0.14,10,100,1590000,29.18,43.36,45.17,85375444091,45.22,1,95467501889,29.68,1.15,24.9,23.2,0.1,0,21.37,74.75,48.19,1.01,99.02,2.811e+09,109581,20091.32,91.52,4.58,82.32,83.4
"Slovenia",2008,5.61,1.94,55779427740,54319399961,102.11,2050000,101.03,58,100,100,9.77,1.64,251496854.2,46.03,52.21,0.59,9,100,425000,21,31.98,45.78,44236309256,46.94,0.1,43920602561,42.88,2.08,38.41,23.7,0,0,34.81,79.73,88.6,1,95.17,1.611e+09,,,94.38,2.25,56.92,58.42
