"Country.Name","Year","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net.inflows....of.GDP.","GDP..current.US..","GNI..current.US..","Gross.national.expenditure....of.GDP.","Mobile_Cellular","Mobile_Cellular_Per100","Internet_Usage","Access_Electricity","Access.to.electricity..urban....of.urban.population.","Adjusted.savings..net.national.savings....of.GNI.","Employers..total....of.total.employment...modeled.ILO.estimate.","Foreign.direct.investment..net..BoP..current.US..","Labor.force..female....of.total.labor.force.","Urban.population....of.total.population.","Urban.population.growth..annual...","Compulsory.education..duration..years.","Access.to.electricity..rural....of.rural.population.","Fixed.broadband.subscriptions","Fixed_Broadband","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Adjusted.net.national.income..current.US..","Communications_Imports","Cost.of.business.start.up.procedures....of.GNI.per.capita.","GNI..constant.2015.US..","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Adjusted.net.national.income.per.capita..annual...growth.","Employment.to.population.ratio..ages.15.24..total......national.estimate.","Gini_Index","Poverty_Rate","Poverty_Gap","Labor.force.with.basic.education....of.total.working.age.population.with.basic.education.","Labor.force.with.advanced.education....of.total.working.age.population.with.advanced.education.","School.enrollment..tertiary....gross.","School.enrollment..primary.and.secondary..gross...gender.parity.index..GPI.","Educational.attainment..at.least.completed.lower.secondary..population.25...total......cumulative.","International.tourism..expenditures..current.US..","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Primary.completion.rate..total....of.relevant.age.group.","Adolescents.out.of.school....of.lower.secondary.school.age.","Internet_Female","Internet_Male","Internet_Gender_Gap","Mobile_Penetration_Ratio","Connectivity_Score","Log_Internet_Usage","Log_Mobile_Cellular","Log_Poverty_Gap","Log_Communications_Imports","Log_Fixed_Broadband","Poverty_Quartile","Internet_Level","Digital_Divide","Mobile_Internet_Interaction","Broadband_Mobile_Interaction","Poverty_Internet_Impact","Gini_Internet_Impact","Internet_Gender_Gap_Cat","Mobile_Penetration_Level","Connectivity_Level","Poverty_Connectivity_Group","Scaled_Internet_Usage","Scaled_Mobile_Cellular_Per100","Scaled_Fixed_Broadband","Scaled_Poverty_Gap","Scaled_Gini_Index","Scaled_Communications_Imports"
"Romania",2014,36.57,1.94,2e+11,1.99e+11,100.42,22900000,114.62,54.08,98.4,99.1,6.25,1.14,-3599990318,43.87,53.9,-0.44,10,97.6,4020000,20.11,59.12,56.2,1.6e+11,56.77,2.2,1.72e+11,29.56,6.72,22.46,36,7,2.5,36.64,80.34,51.1,NA,89.05,2.741e+09,4912,246.72,NA,7.59,51.79,56.41,4.62,1.1462,62.9366666666667,4.00878667386045,16.9466475121926,1.25276296849537,4.05646960979317,3.04974686186023,4,"High","Below Average",61.986496,2305.0082,52.728,34.6112,"Medium_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.282673505992508,-0.103112602648313,0.0223858063701475,1.7177753613793,0.089970210003146,1.2204507376123
"Romania",2015,37.15,2.43,1.78e+11,1.76e+11,100.82,23100000,116.15,55.76,98.8,99.2,6.76,1.12,-3287453782,43.25,53.89,-0.49,10,98.2,4260000,21.45,56.97,56.7,1.43e+11,57.19,2.1,1.76e+11,31.27,5.14,24.5,35.9,5.3,1.7,33.94,81.95,49.36,0.99,89.49,2.526e+09,7158,361.23,92.97,8.61,53.14,58.43,5.29,1.1615,64.4533333333333,4.03883185229184,16.9553432187821,0.993251773010283,4.06371351866858,3.11129061418826,4,"High","Below Average",64.76524,2491.4175,54.81208,35.74216,"Medium_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.212072090461133,-0.0419184782042922,0.128617610189107,0.969375512727277,0.0765542063593259,1.24887236481124
"Romania",2016,38.02,3.37,1.85e+11,1.83e+11,101.06,22900000,115.67,59.5,99.1,99.5,4.06,1.03,-4996271644,43.14,53.9,-0.55,10,98.6,4450000,22.5,57.88,55.79,1.49e+11,56.19,2,1.8e+11,28.03,3.27,22.26,34.4,3.2,1.1,31.98,81.67,49.91,0.99,90,2.91e+09,67411,3421.48,89.26,9.38,56.91,62.14,5.23,1.1567,65.89,4.1026433650368,16.9466475121926,0.741937344729377,4.04637905792722,3.15700042115011,4,"High","Below Average",68.82365,2602.575,58.8455,39.032,"Medium_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.0548998915996187,-0.0611166348926127,0.21185894900247,0.408075626238257,-0.124685848297974,1.18120182386139
"Romania",2017,38.65,2.83,2.1e+11,2.07e+11,102.49,22400000,113.71,63.75,100,99.6,3.48,1.04,-5566577168,43.56,53.94,-0.51,10,100,4750000,24.15,56.42,50.54,1.7e+11,50.73,0.4,1.95e+11,29.95,9.63,24.47,36,3.3,1.3,32.22,82.74,50.51,1,90.53,4.955e+09,240048,12254.4,NA,10.21,62.12,65.41,3.29,1.1371,67.2033333333333,4.17053370057965,16.9245715614681,0.832909122935104,3.94603788401542,3.22485789654575,4,"High","Above Average",72.490125,2746.0965,62.92125,40.8,"Medium_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",0.12370487983392,-0.139509108036588,0.342666767137756,0.595175588401264,0.089970210003146,0.811720670275176
"Romania",2018,37.73,3.02,2.43e+11,2.39e+11,103.39,22600000,115.44,70.68,99.8,99.8,1.47,1.05,-5840119127,43.32,54,-0.47,10,99.9,5090000,25.97,57.3,48.89,1.95e+11,48.93,0.4,2.06e+11,29.5,6.55,24.71,35.8,2.7,0.9,31.66,82.62,51.99,1,91.08,6.109e+09,310378,15938.1,87.99,11.04,69.61,71.76,2.15000000000001,1.1544,70.6966666666667,4.27221176866667,16.9334605084903,0.641853886172395,3.91062202451252,3.29472513715164,4,"High","Above Average",81.592992,2997.9768,70.04388,45.37656,"Low_Gap","Adequately_Penetrated",3,"Medium_Balance",0.414935718900844,-0.0703157516390997,0.486951754414253,0.220975664075251,0.0631382027155057,0.689913696565436
"Romania",2019,37.09,2.93,2.51e+11,2.47e+11,104.1,22700000,116.12,73.66,100,100,2.59,1.14,-5441572773,43.14,54.08,-0.37,10,100,5280000,27.06,57.16,48.81,2.04e+11,49.04,0.3,2.15e+11,29.63,6.41,24.67,34.8,2.2,0.7,32.48,82.56,52.44,1,91.16,7.172e+09,371250,19164.61,87.55,11.29,72.04,75.3,3.25999999999999,1.1612,72.28,4.31294447348644,16.9378755265045,0.53062825106217,3.91282268559871,3.33434507467431,4,"High","Above Average",85.533992,3142.2072,73.14438,48.02632,"Medium_Gap","Adequately_Penetrated",3,"Medium_Balance",0.54016918216483,-0.0431183629973123,0.573364191849078,0.0338757019122439,-0.0710218337226943,0.69735745606992
"Russian Federation",2008,32.75,4.5,1.66e+12,1.61e+12,92.23,200000000,139.28,32,98.3,98.5,21.07,1.27,-19120290000,49,73.6,0.02,9,97.8,9280000,6.45,49.29,46.8,1.3e+12,48.07,NA,NA,41.84,4.44,35.96,NA,NA,NA,NA,NA,77.53,0.99,NA,2.6401e+10,NA,NA,95.41,NA,NA,NA,NA,1.3928,59.2433333333333,3.49650756146648,19.1138279295123,NA,3.89324785010181,2.00821403239147,NA,"Medium","Below Average",44.5696,898.356,NA,NA,"Unknown","Adequately_Penetrated",2,"Medium_Balance",-1.21057782440487,0.883192697214145,-1.06054437285894,NA,NA,0.63171703134856
"Russian Federation",2009,32.78,2.99,1.22e+12,1.18e+12,94.35,230000000,160.51,42.55,98.4,98.6,9.8,1.27,6697430000,49.11,73.64,0.09,9,98,12900000,8.97,48.99,45.46,9.55e+11,47.34,NA,NA,42.1,-17.27,34.33,NA,NA,NA,NA,NA,77.87,0.99,NA,2.3785e+10,NA,NA,93.35,NA,38.77,47.49,8.72,1.6051,70.6766666666667,3.77390970329851,19.2535898712353,NA,3.87825937527534,2.29958058397375,NA,"Medium","Below Average",68.297005,1439.7747,NA,NA,"High_Gap","Over_Penetrated",3,"Medium_Balance",-0.767217744728674,1.73231116907465,-0.860765159706871,NA,NA,0.582317536455166
"Russian Federation",2010,30.58,2.83,1.52e+12,1.48e+12,92.83,238000000,165.66,49,99.3,99,16.67,1.27,9448500000,48.85,73.69,0.11,9,100,15700000,10.91,48.23,42.29,1.22e+12,43.86,NA,NA,41.38,13.28,34.3,NA,NA,NA,27.66,68.88,NA,NA,93.85,3.0169e+10,2442,17.09,NA,NA,NA,NA,NA,1.6566,75.19,3.91202300542815,19.2877812358374,NA,3.80354652909206,2.47737838336721,NA,"Medium","Below Average",81.1734,1807.3506,NA,NA,"Unknown","Over_Penetrated",3,"Medium_Balance",-0.496158738670715,1.93829139187642,-0.70696687656599,NA,NA,0.346824053949668
"Russian Federation",2011,29.88,2.69,2.05e+12,1.99e+12,92.27,204000000,141.79,58,99.2,99.1,20.08,1.23,11767160000,48.89,73.73,0.18,9,99.6,17600000,12.24,47.49,41.84,1.62e+12,43.18,NA,NA,41.58,8.98,35.16,NA,NA,NA,29.13,69.4,80.16,0.99,98.7,3.7343e+10,4126,28.85,90.6,NA,NA,NA,NA,1.4179,70.6766666666667,4.07753744390572,19.1336305567105,NA,3.78827219799197,2.58324255050886,NA,"High","Below Average",82.2382,1735.5096,NA,NA,"Unknown","Adequately_Penetrated",3,"Medium_Balance",-0.117936869752632,0.983583058230153,-0.601527847402396,NA,NA,0.300808086103766
"Russian Federation",2012,29.42,2.29,2.21e+12,2.14e+12,93.97,208000000,144.5,66,100,100,17.77,1.17,-1765140000,48.81,73.79,0.33,9,100,20900000,14.5,48.48,40.64,1.75e+12,41.84,NA,1.32e+12,39.74,3.77,33.83,NA,NA,NA,29.73,69.3,80.53,0.99,98.97,4.8096e+10,8245,57.51,95.75,NA,NA,NA,NA,1.445,75,4.20469261939097,19.1530486424733,NA,3.75747224557955,2.7408400239252,NA,"High","Above Average",95.37,2095.25,NA,NA,"Unknown","Adequately_Penetrated",3,"Medium_Balance",0.218260347063441,1.09197265119963,-0.422360775289823,NA,NA,0.21012956123096
"Russian Federation",2013,28.5,3.02,2.29e+12,2.21e+12,95.11,218000000,151.26,67.97,100,100,13.9,1.28,17287630000,48.64,73.86,0.4,11,100,23700000,16.42,49.42,39.76,1.81e+12,41,1.5,1.34e+12,40.11,-0.93,34.51,NA,NA,NA,28.92,69.57,82.8,0.99,99.1,5.9504e+10,11442,79.57,94.76,6.65,66.84,69.24,2.39999999999999,1.5126,78.55,4.2336716274432,19.2000056253405,NA,3.73766961828337,2.85761897142436,NA,"High","Above Average",102.811422,2483.6892,NA,NA,"Low_Gap","Over_Penetrated",4,"Medium_Balance",0.301048911704399,1.36234669122681,-0.270148041459673,NA,NA,0.153286306833081
"Russian Federation",2014,27.6,1.07,2.06e+12,1.99e+12,94.18,221000000,152.79,70.52,100,100,13.4,1.33,35050840000,48.54,73.95,0.42,11,100,25000000,17.22,47.09,41.21,1.61e+12,42.24,1.4,1.35e+12,38.91,-2.54,33.53,36.9,0.3,0.1,27.86,70.66,84.52,0.99,99.22,5.5383e+10,17310,120.01,95.01,7.15,69.56,71.59,2.03,1.5279,80.1766666666667,4.26997713086526,19.2136732640069,0.0953101798043249,3.76676599277101,2.90251989183181,2,"High","Above Average",107.747508,2631.0438,70.44948,44.49812,"Low_Gap","Over_Penetrated",4,"High_Access_Low_Poverty",0.408211774564522,1.42354081567083,-0.206726069030444,-0.527424184576776,0.210714242797526,0.237197777610902
"Russian Federation",2015,24.82,0.5,1.36e+12,1.33e+12,92.59,227000000,156.77,70.1,95.5,95.1,14.07,1.29,15232100000,48.39,74.05,0.41,11,96.6,26900000,18.5,47.1,42.22,1.08e+12,43.22,1.4,1.33e+12,38.09,-6.21,31.94,36.5,0.3,0.1,29.34,70.79,84.24,0.99,99.35,3.8432e+10,46313,320.19,97.34,6.03,69.57,70.69,1.12,1.5677,81.79,4.2640873368092,19.240460579851,0.0953101798043249,3.7891771754293,2.9704144655697,2,"High","Above Average",109.89577,2900.245,70.0299,44.5135,"Low_Gap","Over_Penetrated",4,"High_Access_Low_Poverty",0.390561420681678,1.58272553154482,-0.105250913143677,-0.527424184576776,0.157050228222246,0.30351490774176
"Russian Federation",2016,21.89,2.55,1.28e+12,1.24e+12,94.81,229000000,157.72,73.09,99.4,99.1,11.82,1.28,-10224570000,48.38,74.16,0.41,11,100,27500000,18.88,46.84,46.92,1.01e+12,48,1.2,1.29e+12,37.76,-3.93,31.53,36.7,0.3,0.1,29.07,71.34,83.86,0.99,99.46,2.7654e+10,168007,1158.55,94.94,5.68,72.6,73.64,1.04000000000001,1.5772,83.23,4.30528057042857,19.2492325658853,0.0953101798043249,3.89182029811063,2.98971420122843,2,"High","Above Average",115.277548,2977.7536,73.01691,46.26597,"Low_Gap","Over_Penetrated",4,"High_Access_Low_Poverty",0.516215130466686,1.62072188332379,-0.0751254762397927,-0.527424184576776,0.183882235509886,0.62698009348207
"Russian Federation",2017,18.29,1.81,1.57e+12,1.53e+12,94.69,227000000,156.19,76.01,100,99.1,12.53,1.36,8199590000,48.34,74.29,0.36,11,100,31100000,21.28,46.74,43.96,1.24e+12,44.86,1.1,1.32e+12,35.49,3.19,29.73,35.5,0.3,0.1,21.43,66.67,81.71,0.98,97.49,3.5584e+10,511677,3521.68,NA,3.14,75.56,76.52,0.959999999999994,1.5619,84.4933333333333,4.34393528355116,19.240460579851,0.0953101798043249,3.82559327742976,3.10368941505908,2,"Very High","Above Average",118.720019,3323.7232,75.93399,49.02645,"Low_Gap","Over_Penetrated",4,"High_Access_Low_Poverty",0.638927114604552,1.55952775887976,0.115140441047896,-0.527424184576776,0.0228901917840461,0.414494594899523
"Russian Federation",2018,16.24,0.53,1.66e+12,1.62e+12,89.99,229000000,157.43,80.86,100,100,16.92,1.45,22592030000,48.44,74.43,0.26,11,100,32100000,21.9,44.15,43.9,1.28e+12,44.68,1.1,1.36e+12,34.3,5.4,28.48,35.3,0.1,0.1,21.75,66.95,81.57,0.98,97.57,3.8791e+10,749930,5157.77,99.6,2.94,80.08,81.76,1.68000000000001,1.5743,86.73,4.40501047106426,19.2492325658853,0.0953101798043249,3.82166056534775,3.13113691056019,2,"Very High","Above Average",127.297898,3447.717,80.77914,52.31642,"Low_Gap","Over_Penetrated",4,"High_Access_Low_Poverty",0.842746677299296,1.60912299699126,0.164292469680548,-0.527424184576776,-0.00394181550359432,0.402313897528549
"Russian Federation",2019,14.95,1.89,1.69e+12,1.64e+12,92.36,240000000,164.39,82.64,99.8,99.2,13.95,1.44,-10051630000,48.47,74.59,0.24,11,100,32900000,22.42,45.72,43.56,1.31e+12,44.32,1,1.38e+12,33.27,0.22,28.2,35.7,0.2,0.1,21.86,67.14,80.95,0.98,97.91,4.0611e+10,1348308,9269.7,100.02,1.97,81.99,83.39,1.40000000000001,1.6439,89.8166666666667,4.42652187456043,19.2961494854729,0.0953101798043249,3.81374843615981,3.15359035816957,2,"Very High","Above Average",135.851896,3685.6238,82.55736,53.13752,"Low_Gap","Over_Penetrated",4,"High_Access_Low_Poverty",0.917550558040873,1.8874962689719,0.205516751759548,-0.527424184576776,0.0497221990716864,0.377952502786601
"Serbia",2008,21.06,7.77,52194221469,50760930308,121.79,9620000,130.69,35.6,99.6,99.6,-5.38,4.36,-3727299718,44.36,54.55,-0.02,8,99.6,457000,6.21,50.71,37.23,42974405259,38.07,7.6,37654116074,32.47,6.35,21.07,NA,NA,NA,49.52,68.58,49.42,1.02,84.68,1.448e+09,NA,NA,106.2,0.8,NA,NA,NA,1.3069,57.5,3.60004824040732,16.079354926592,NA,3.66535490906698,1.97546895129686,NA,"Medium","Below Average",46.52564,811.5849,NA,NA,"Unknown","Adequately_Penetrated",2,"Medium_Balance",-1.05928907683764,0.539625684812745,-1.07957096458771,NA,NA,-0.0449883781499964
"Serbia",2009,20.58,6.49,45162894381,44499542768,113.33,9910000,135.32,38.1,99.6,99.7,0.11,3.56,-2882297554,44.27,54.77,0.01,8,99.6,591000,8.06,52.57,39.93,37711138621,40.77,7.1,37113882463,28.88,-0.24,16.89,NA,NA,NA,46.71,65.31,50.45,1.01,85.07,1.105e+09,NA,NA,97.97,0.26,36.35,47.27,10.92,1.3532,60.4933333333333,3.66612246699132,16.1090550072143,NA,3.73217837850908,2.20386912005489,NA,"Medium","Below Average",51.55692,1090.6792,NA,NA,"High_Gap","Adequately_Penetrated",2,"Medium_Balance",-0.954227446582614,0.724807904535502,-0.93290765334512,NA,NA,0.137722082414614
"Serbia",2010,20.21,4.05,41819468692,40930426135,112.22,9920000,136.02,40.9,99.7,99.9,0.09,3.62,-1500637750,44.01,54.99,0,8,99.5,860000,11.8,53.09,41.01,34805712687,41.82,7.9,37155330237,28.21,-2.49,15.16,NA,NA,NA,43.55,64.55,49.53,1.01,85.63,1.103e+09,54,7.41,95.69,0.7,NA,NA,NA,1.3602,62.9066666666667,3.73528582692809,16.1100635800675,NA,3.75700528316154,2.54944517092557,NA,"Medium","Below Average",55.63218,1605.036,NA,NA,"Unknown","Adequately_Penetrated",2,"Medium_Balance",-0.836558420696989,0.752805216372636,-0.636409932238472,NA,NA,0.208776150411962
"Serbia",2011,19.32,10.01,49258136129,47365226486,112.81,10200000,141.04,42.2,99.7,99.8,-4.41,3.86,-4620734306,43.76,55.22,-0.39,8,99.6,970000,13.44,52.12,40.56,39590640930,41.48,7.8,37242939842,28.48,-0.28,13.98,NA,NA,NA,43.31,63.32,52.14,1.02,84.59,1.263e+09,188,25.99,100.6,0.5,NA,NA,NA,1.4104,65.56,3.76584049525006,16.1378983762937,NA,3.74903337693368,2.67000213346468,NA,"Medium","Below Average",59.51888,1895.5776,NA,NA,"Unknown","Adequately_Penetrated",2,"Medium_Balance",-0.781926372964377,0.953585938404653,-0.506394888758552,NA,NA,0.185768166489011
"Serbia",2012,19.29,2.94,43309252921,41878044816,113.78,9140000,127.2,48.1,99.8,99.9,-3.55,3.89,-948129244.8,43.76,55.36,-0.23,8,99.6,1060000,14.81,51.54,41.82,35127491040,42.72,7.7,37220163174,29.63,-1.17,14.5,39.9,5.3,2.8,44.03,62.13,54.01,1.02,65.63,1.188e+09,382,53.06,97.99,0.35,NA,NA,NA,1.272,63.37,3.89385903480047,16.0281710528395,1.33500106673234,3.77780566330834,2.76064265122138,4,"Medium","Below Average",61.1832,1883.832,46.7532,28.9081,"Unknown","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.533980925562523,0.400039087224749,-0.397784760973497,1.99842530462381,0.613194352112126,0.269679637266832
"Serbia",2013,18.64,4.26,48394239475,46496559960,108.22,9200000,128.67,53.45,99.9,99.9,0.84,3.78,-1727462621,43.99,55.47,-0.28,8,99.9,1170000,16.42,51.67,41.99,39658299596,42.85,7.2,38029847903,28.7,6.33,14.52,39.4,5.8,3,44.96,63.38,56.7,1.02,85.79,1.29e+09,484,67.56,97.99,0.41,49.34,56.08,6.74,1.2867,66.18,3.99728284937897,16.0347141507149,1.38629436111989,3.78077471881819,2.85761897142436,4,"High","Below Average",68.774115,2112.7614,51.8465,32.3907,"High_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.309149036816774,0.45883344208273,-0.270148041459673,2.18552526678682,0.546114333893026,0.278476807590314
"Serbia",2014,18.81,4.25,47062202419,45266921077,108.08,9340000,131.35,62.08,99.7,99.8,0.07,3.57,-1648820683,44.26,55.58,-0.26,8,99.5,1190000,16.74,52.47,42.23,38695720368,43.02,6.8,37453936112,28.46,0.07,14.93,40.4,6.9,4.1,33.52,69.01,58.37,1.02,86.73,1.36e+09,664,93.12,102.58,2.02,57.46,65.33,7.87,1.3135,70.0566666666667,4.14440376209484,16.0498169172714,1.62924053973028,3.78464407609832,2.87582197688143,4,"High","Above Average",81.54208,2198.799,59.53472,36.99968,"High_Gap","Adequately_Penetrated",3,"Medium_Balance",0.0535237108235648,0.566023150259185,-0.244779252487981,3.21457505868336,0.680274370331226,0.289980799551789
"Serbia",2015,17.5,5.91,39655949731,37809798925,107.04,9160000,129.38,65.32,99.9,99.9,3.66,3.77,-1998858560,44.2,55.7,-0.29,8,99.9,1320000,18.66,52.42,40.56,32529189658,41.29,6.6,37809798925,29.21,1.21,16.6,40.5,6.6,3.8,30.89,69.62,58.95,1.01,88.64,1.254e+09,1001,141.08,101.92,0.63,59.55,69.51,9.96000000000001,1.2938,71.12,4.19449151082704,16.0303568458206,1.56861591791385,3.7445506514844,2.97858611471902,4,"High","Above Average",84.511016,2414.2308,62.83784,38.8654,"High_Gap","Adequately_Penetrated",3,"Medium_Balance",0.189683583634074,0.487230715517537,-0.0925665186578306,2.93392511543885,0.693690373975046,0.172910763708539
"Serbia",2016,15.97,5.79,40692661657,38446580339,104.83,9090000,129.18,67.06,99.9,100,3.58,3.35,-2102831263,44.71,55.81,-0.32,8,99.9,1450000,20.61,53.43,40.96,33028807360,41.66,6.5,38711714512,30.31,3.07,19.72,38.8,6.4,3.9,33.46,70.29,62.91,1.01,89.49,1.351e+09,3894,551.69,100.08,0.88,65.01,69.18,4.17,1.2918,72.2833333333333,4.22038966907276,16.0226855761647,1.58923520511658,3.7532617130432,3.07315617051879,4,"High","Above Average",86.628108,2662.3998,64.44466,41.04072,"Medium_Gap","Adequately_Penetrated",3,"Medium_Balance",0.26280647829157,0.479231483564071,0.0620245391384159,3.02747509652035,0.465618312030106,0.197948863859985
"Serbia",2017,14.76,6.55,44179075779,41320185767,106.58,8620000,123.14,70.33,100,100,2.51,3.47,-2745109622,44.96,55.94,-0.3,8,100,1480000,21.15,53.64,42.14,35288389718,42.78,2.3,39124931496,30.64,1.05,20.86,36.1,5.4,3,33.24,71.95,67.58,1.01,89.8,1.549e+09,40739,5802.57,100.61,0.9,67.38,73.39,6.01,1.2314,71.54,4.26731699628995,15.9695957586492,1.38629436111989,3.77917709209472,3.09783749649114,4,"High","Above Average",86.604362,2604.411,68.2201,44.94087,"High_Gap","Adequately_Penetrated",3,"Medium_Balance",0.40022709066514,0.237654678569373,0.104834370528146,2.18552526678682,0.103386213646966,0.273739869723824
"Serbia",2018,13.43,8.04,50640662859,48055917103,108.63,8430000,121.07,73.36,100,100,5.54,3.59,-3713792631,44.86,56.09,-0.28,8,100,1550000,22.29,57.35,44.16,40979555733,44.71,2.2,41483506536,30,6.43,21.09,35,2.9,1.4,32.91,72.49,68.32,1.01,72.56,1.837e+09,48178,6899.72,98.27,0.63,70.08,76.75,6.67,1.2107,72.24,4.30891816285324,15.947307448602,0.8754687373539,3.82231709234365,3.14802408389625,4,"High","Above Average",88.816952,2698.6503,72.33296,47.684,"High_Gap","Adequately_Penetrated",3,"Medium_Balance",0.527561786534228,0.154862627850991,0.195210681239798,0.688725569482767,-0.0441898264350539,0.404344013757045
"Serbia",2019,13.81,8.29,51514242939,48729143357,109.93,8450000,122.05,77.42,99.8,99.9,4.47,3.36,-3972929429,45.09,56.26,-0.24,8,99.7,1620000,23.44,59.06,44.25,41260282499,44.72,2.3,43126392023,29.64,4.48,21.48,34.5,2.3,1.2,33.89,71.75,69.04,1.01,91.79,2e+09,56061,8071.87,98.36,1.27,73.74,81.22,7.48,1.2205,74.3033333333333,4.36207899686419,15.9496771176765,0.78845736036427,3.82253583892661,3.19622113430339,4,"Very High","Above Average",94.49111,2860.852,76.49096,50.7101,"High_Gap","Adequately_Penetrated",3,"Medium_Balance",0.698181874068385,0.194058864422979,0.286379766606815,0.50162560731976,-0.111269844654154,0.405020719166544
"Slovak Republic",2008,21.53,4.6,1.01e+11,99157939541,101.77,5520000,102.57,66.05,100,100,5.73,3.22,-4117039837,44.61,55.11,-0.19,10,100,605000,11.24,34.77,39.01,80754991344,36.59,3.3,80223653534,32.4,5.58,26.24,26,0.4,0.2,18.11,NA,54.16,1.01,NA,2.671e+09,NA,NA,97.67,1.7,69.28,73.42,4.14,1.0257,59.9533333333333,4.20543860972769,15.5238885994127,0.182321556793955,3.62673805757609,2.50470927708418,2,"High","Above Average",67.747485,1152.8868,65.9179,48.877,"Medium_Gap","Adequately_Penetrated",2,"Medium_Balance",0.220361579668541,-0.58506632784469,-0.680805312938933,-0.433874203495272,-1.25163015437885,-0.145140778755782
"Slovak Republic",2009,22.26,1.7,89399303222,88925939174,100.17,5500000,102.02,70,100,100,-1.15,3.46,972626959.2,44.31,54.96,-0.14,10,100,775000,14.39,32.02,41.75,71542940465,39.93,2,76142393580,31.31,-5.83,22.75,27.2,0.4,0.2,16.77,NA,56.77,1.01,NA,2.251e+09,NA,NA,97.01,1.89,73.29,77.12,3.83,1.0202,62.1366666666667,4.26267987704132,15.5202588320209,0.182321556793955,3.71186329050431,2.73371794785079,2,"High","Above Average",71.414,1468.0678,69.86,50.96,"Medium_Gap","Adequately_Penetrated",2,"Medium_Balance",0.386358955471477,-0.607064215716723,-0.431081296498842,-0.433874203495272,-1.09063811065301,0.0808788280167351
"Slovak Republic",2010,23.07,2.32,91162836320,89266361509,100.33,5930000,109.8,75.71,100,100,3.16,3.57,-876088380,44.63,54.69,-0.41,10,100,877000,16.26,33.55,37.41,72674385063,36.17,1.9,79490737057,30.96,5.33,20.55,27.3,0.5,0.3,17.49,NA,58.04,1.01,98.98,2.146e+09,738,136.88,96.49,2.23,76.47,82.47,6,1.098,67.2566666666667,4.3400320779712,15.595534939608,0.262364264467491,3.61550198430916,2.84839168565528,2,"Very High","Above Average",83.12958,1785.348,75.48287,55.04117,"High_Gap","Adequately_Penetrated",2,"Medium_Balance",0.626319718973949,-0.295894092726864,-0.282832435945519,-0.340324222413769,-1.07722210700919,-0.173562405954722
"Slovak Republic",2011,22.81,5.44,99922685425,96477145180,99.32,5980000,110.74,74.44,100,100,4.25,3.51,-2733621386,44.2,54.42,-0.36,10,100,953000,17.66,35.72,35.24,78696197512,34.49,1.8,79599848773,30.08,0.08,20.03,26.5,0.4,0.2,17.61,75.94,57.15,1,99.05,2.45e+09,1074,198.95,98.53,2.58,73.12,75.89,2.77,1.1074,67.6133333333333,4.3233376383252,15.6039312931509,0.182321556793955,3.5692509666584,2.9263821954192,2,"High","Above Average",82.434856,1955.6684,74.29112,54.7134,"Low_Gap","Adequately_Penetrated",2,"Medium_Balance",0.572948410804398,-0.25829770254557,-0.171843984194367,-0.433874203495272,-1.18455013615975,-0.287248914750479
"Slovak Republic",2012,21.61,1.88,94623731086,93046097962,94.5,6090000,112.67,76.71,100,100,5.63,3.03,-3008780999,44.32,54.28,-0.09,10,100,1050000,19.34,41.71,33.91,76350742253,32.89,1.8,81216856189,30.49,2.61,20.11,26.1,0.4,0.2,18.24,75.05,57.04,1,99.3,2.309e+09,1934,357.65,95.36,2.84,74.35,79.32,4.97,1.1267,69.5733333333333,4.35298394922115,15.6221588038897,0.182321556793955,3.52311998561896,3.01258939062041,2,"Very High","Above Average",86.429157,2179.0378,76.55658,56.68869,"Medium_Gap","Adequately_Penetrated",3,"High_Access_Low_Poverty",0.668344371075958,-0.181105114194615,-0.0386578420929857,-0.433874203495272,-1.23821415073503,-0.395521780270249
"Slovak Republic",2013,21.9,1.01,98935222175,98208151923,94.47,6210000,114.66,77.88,100,100,5.99,3.13,272819684.7,44.55,54.14,-0.15,10,100,1110000,20.5,41.29,43.72,80562431640,43.85,1.5,82034039061,30.79,0.86,20.43,28.1,0.3,0.2,18.8,74.7,55.25,1.01,99.28,2.523e+09,2673,493.78,94.79,3.19,78.16,77.59,-0.569999999999993,1.1466,71.0133333333333,4.36792771029438,15.6416716149402,0.182321556793955,3.8033235885048,3.06805293513362,2,"Very High","Above Average",89.297208,2350.53,77.72424,55.99572,"Female_Higher","Adequately_Penetrated",3,"High_Access_Low_Poverty",0.717513214035309,-0.10151275625762,0.0533040179293969,-0.433874203495272,-0.969894077858634,0.346147348540169
