"Access.to.electricity....of.population.","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications..computer..etc.....of.service.imports..BoP.","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini.index","Individuals.using.the.Internet....of.population.","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty.headcount.ratio.at..2.15.a.day..2017.PPP.....of.population.","Poverty.gap.at..2.15.a.day..2017.PPP.....","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people."
97.8,96.7,98.7,52.67,59.04,52.04,36.5,45.88,2635,131.37,6.2,2.2,44.31,47.51,22800000,113.42
98.1,97.1,99,57.1,58.8,56.57,36.9,49.76,3515,175.89,6.6,2.3,48.05,51.54,22900000,114.17
98.4,97.6,99.1,56.77,59.12,56.2,36,54.08,4912,246.72,7,2.5,51.79,56.41,22900000,114.62
98.8,98.2,99.2,57.19,56.97,56.7,35.9,55.76,7158,361.23,5.3,1.7,53.14,58.43,23100000,116.15
99.1,98.6,99.5,56.19,57.88,55.79,34.4,59.5,67411,3421.48,3.2,1.1,56.91,62.14,22900000,115.67
100,100,99.6,50.73,56.42,50.54,36,63.75,240048,12254.4,3.3,1.3,62.12,65.41,22400000,113.71
99.8,99.9,99.8,48.93,57.3,48.89,35.8,70.68,310378,15938.1,2.7,0.9,69.61,71.76,22600000,115.44
100,100,100,49.04,57.16,48.81,34.8,73.66,371250,19164.61,2.2,0.7,72.04,75.3,22700000,116.12
98.3,97.8,98.5,48.07,49.29,46.8,36.2198132780083,32,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2e+08,139.28
98.4,98,98.6,47.34,48.99,45.46,36.2198132780083,42.55,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,38.77,47.49,2.3e+08,160.51
99.3,100,99,43.86,48.23,42.29,36.2198132780083,49,2442,17.09,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2.38e+08,165.66
99.2,99.6,99.1,43.18,47.49,41.84,36.2198132780083,58,4126,28.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2.04e+08,141.79
100,100,100,41.84,48.48,40.64,36.2198132780083,66,8245,57.51,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2.08e+08,144.5
100,100,100,41,49.42,39.76,36.2198132780083,67.97,11442,79.57,5.74672131147541,1.96690573770492,66.84,69.24,2.18e+08,151.26
100,100,100,42.24,47.09,41.21,36.9,70.52,17310,120.01,0.3,0.1,69.56,71.59,2.21e+08,152.79
95.5,96.6,95.1,43.22,47.1,42.22,36.5,70.1,46313,320.19,0.3,0.1,69.57,70.69,2.27e+08,156.77
99.4,100,99.1,48,46.84,46.92,36.7,73.09,168007,1158.55,0.3,0.1,72.6,73.64,2.29e+08,157.72
100,100,99.1,44.86,46.74,43.96,35.5,76.01,511677,3521.68,0.3,0.1,75.56,76.52,2.27e+08,156.19
100,100,100,44.68,44.15,43.9,35.3,80.86,749930,5157.77,0.1,0.1,80.08,81.76,2.29e+08,157.43
99.8,100,99.2,44.32,45.72,43.56,35.7,82.64,1348308,9269.7,0.2,0.1,81.99,83.39,2.4e+08,164.39
6,1.5,28.1,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,4.5,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1320000,13.52
15.6,7.6,54.9,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,7.7,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2430000,24.19
9.7,2.6,44.5,23,5.06,3.24,47.2,8,9,0.87,59.2,22.8,63.99525,67.5129845422117,3550000,34.42
10.8,1.1,58.2,18.22,4.02,2.41,36.2198132780083,7,8,0.76,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4450000,42.04
17.5,7.3,67.6,19.97,4.86,2.03,36.2198132780083,8.02,27,2.49,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5690000,52.5
15.2,5.8,61.5,21.67,5.22,2.48,45.1,9,44,3.96,53.7,18.7,63.99525,67.5129845422117,6690000,60.26
19.8,9.2,71.8,24.53,3.84,1.83,36.2198132780083,10.6,63,5.54,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7750000,68.14
22.8,12.5,72.9,25.69,12.24,13.42,36.2198132780083,12.5,84,7.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8760000,75.24
29.4,19,80,25.05,11.01,15.93,43.7,14.6,149,12.49,52,18.3,63.99525,67.5129845422117,8920000,74.78
34.1,23.6,84.8,19.52,9.93,10.41,36.2198132780083,17.2,219,17.91,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8820000,72.11
38,28,85.8,19.51,9.04,9.11,36.2198132780083,19.2,449,35.83,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9700000,77.41
46.6,38.3,86.4,22.31,8.16,11.83,36.2198132780083,21.36,900,70.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9660000,75.25
98.1,98.1,98.2,38.01,29.81,27.47,42,5.03,82041.0339782916,3567.78490926012,1.1,0.1,63.99525,67.5129845422117,43065367.1419355,98.302625
97.9,97.4,99.7,44.52,22.01,32.58,36.2198132780083,6,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
96.4,95.8,98.9,27.59,23,25.19,36.2198132780083,7,5,25.68,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,90000,46.23
96.7,96.2,98.7,20.56,21.4,19.38,36.2198132780083,11,7,35.65,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
96.8,96.2,99.2,37.26,17.64,36.54,36.2198132780083,12.92,12,60.57,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,100302,50.63
97,96.4,99.4,35.03,23.98,33.2,38.7,15.3,14,70.02,1.2,0.2,63.99525,67.5129845422117,99887,49.96
97.9,97.5,99.4,43.52,18.55,42.07,36.2198132780083,21.2,15,74.35,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,106524,52.8
98.2,97.8,99.6,44.92,19.72,42.69,36.2198132780083,25.41,25,122.81,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,120517,59.2
98.9,98.7,99.7,48.78,21.8,47.55,36.2198132780083,31.7,29,141.09,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,151008,73.47
96.8,96.1,99.7,54.84,19.33,52.85,36.2198132780083,39.4,58,279.34,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,124211,59.82
99.8,99.8,99.8,44.36,17.33,43.17,36.2198132780083,49.1,105,500.71,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1e+05,47.69
99.2,99,99.9,50.98,16.29,50.04,36.2198132780083,61.21,93,438.88,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,84000,39.64
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,54.52,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,24402,79.49
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,54.21,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,29949,96.42
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,30,949.13,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,30587,96.77
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,49.6,37,1138.64,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,35465,109.14
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,50,1509.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,36000,108.66
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,69,2073.01,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,36780,110.5
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,94,2815.3,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,37600,112.61
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,112,3336.31,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,36624,109.1
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,156,4610.75,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,36570,108.09
100,100,100,38.82,59.28,38.82,36.2198132780083,60.18,635,18645.76,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,38000,111.58
100,100,100,43.51,61.22,43.51,36.2198132780083,43.7411033057851,2002,58613.42,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,38500,112.72
100,100,100,39.22,61.02,39.22,36.2198132780083,67.85,2531,74053.48,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,38750,113.38
59.1,43.7,68.3,12.73,12.11,1.07,36.2198132780083,15.48,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,50551,29.05
56.9,34.1,69.8,10.11,12.15,1.26,36.2198132780083,16.41,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,80829,45.38
61.4,46.2,69.7,12.52,10.13,1.48,30.8,18.75,0,0,22.6,5.1,63.99525,67.5129845422117,102730,56.4
62.6,47.5,70.4,15.36,8.03,3.24,36.2198132780083,20.16,1,5.38,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,115038,61.83
57.9,42.8,65.3,4.92,9.76,3.88,36.2198132780083,21.57,1,5.27,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,122172,64.33
65,50.4,71.8,52.84,14.1,47.73,36.2198132780083,23,2,10.32,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,125329,64.68
68.6,52.4,75.8,48.25,19.25,43.29,36.2198132780083,24.41,2,10.13,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,128500,65.06
67.3,53.8,73,32.84,19.32,27.36,36.2198132780083,25.82,3,14.92,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,184971,91.97
69.4,58.6,73.7,36.9,15.73,31.39,36.2198132780083,28,3,14.66,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,178047,87.01
74.3,76.2,73.5,34.9,6.37,28.07,40.7,32.6,8,38.45,15.7,3.9,63.99525,67.5129845422117,173963,83.62
71,55.7,76.7,39.38,2.63,33.93,36.2198132780083,38,12,56.78,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,162610,76.94
75.1,68.2,77.6,37.62,7.91,31.99,36.2198132780083,44.3,13,60.58,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,165761,77.24
100,100,100,54.66,2.81,31.19,36.2198132780083,36,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3.6e+07,131.21
100,100,100,53.98,2.78,26.63,36.2198132780083,38,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,44900000,157.51
100,100,100,52.38,3.5,28.31,36.2198132780083,41,359,12.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,51600000,175.32
100,100,100,53.62,3,34.15,36.2198132780083,47.5,577,19.14,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5.4e+07,179.1
100,100,100,47.87,3.75,23.3,36.2198132780083,54,1176,38.16,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5.3e+07,171.96
100,100,100,47.53,3.42,22.28,36.2198132780083,60.5,1556,49.42,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,53100000,168.68
100,100,100,52.95,3.76,24.52,36.2198132780083,64.71,2189,68.14,5.74672131147541,1.96690573770492,55.9,71.35,52700000,164.15
100,100,100,51.86,1.94,23.9,36.2198132780083,69.62,2836,86.6,5.74672131147541,1.96690573770492,60.15,76.78,52800000,161.21
99.9,100,100,49.31,1.77,28.97,36.2198132780083,74.88,3442,103,5.74672131147541,1.96690573770492,74.79,74.96,47900000,143.44
100,100,100,53.02,1.49,31.8,36.2198132780083,94.18,5521,161.47,5.74672131147541,1.96690573770492,93,94.88,40200000,117.6
99.9,100,100,56.88,5.95,34.01,36.2198132780083,93.31,5445,155.49,5.74672131147541,1.96690573770492,91.4,94.64,41300000,117.97
100,100,100,53.73,7.12,34,36.2198132780083,95.72,6256,174.62,5.74672131147541,1.96690573770492,94.57,96.53,41300000,115.27
49.7,26.1,81.2,22.94,39.79,21.24,36.2198132780083,7.12,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5390000,45.39
53.5,30.6,83.4,23.57,41.67,20.72,36.2198132780083,7.5,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,5.99,10.67,6900000,56.59
56.5,34.9,84.3,26.79,45.18,23.85,36.2198132780083,8,13,1.04,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8340000,66.59
56.5,31.7,87.8,26.37,42.94,23.46,40.3,9.8,13,1.01,41,14.3,63.99525,67.5129845422117,9350000,72.64
56.5,32.5,86.3,22.09,48.05,20.24,36.2198132780083,10.8,28,2.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,11500000,86.69
57,31.8,87.8,24.35,48.71,22.62,36.2198132780083,13.1,30,2.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,13100000,96.6
61,41,85,24.99,48.42,23.04,36.2198132780083,17.7,43,3.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,14400000,102.93
60.5,38.1,86.9,26.49,50,24.62,36.2198132780083,21.7,92,6.41,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.5e+07,104.2
64.5,44.5,87.7,28.37,48.41,25.86,36.2198132780083,25.66,106,7.19,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,15200000,102.95
61.7,35.4,91.7,27.01,48.17,24.81,36.2198132780083,29.64,136,8.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,15800000,103.96
66,41.4,93.5,25.92,43.02,23.46,38.3,35.3,272,17.46,9.2,1.8,63.99525,67.5129845422117,16600000,106.32
70.4,47.8,95.2,31.21,39.19,29.18,36.2198132780083,43.4,316,19.75,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,17900000,111.75
99.6,99.6,99.6,38.07,50.71,37.23,36.2198132780083,35.6,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9620000,130.69
99.6,99.6,99.7,40.77,52.57,39.93,36.2198132780083,38.1,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,36.35,47.27,9910000,135.32
99.7,99.5,99.9,41.82,53.09,41.01,36.2198132780083,40.9,54,7.41,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9920000,136.02
99.7,99.6,99.8,41.48,52.12,40.56,36.2198132780083,42.2,188,25.99,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,10200000,141.04
99.8,99.6,99.9,42.72,51.54,41.82,39.9,48.1,382,53.06,5.3,2.8,63.99525,67.5129845422117,9140000,127.2
99.9,99.9,99.9,42.85,51.67,41.99,39.4,53.45,484,67.56,5.8,3,49.34,56.08,9200000,128.67
99.7,99.5,99.8,43.02,52.47,42.23,40.4,62.08,664,93.12,6.9,4.1,57.46,65.33,9340000,131.35
99.9,99.9,99.9,41.29,52.42,40.56,40.5,65.32,1001,141.08,6.6,3.8,59.55,69.51,9160000,129.38
99.9,99.9,100,41.66,53.43,40.96,38.8,67.06,3894,551.69,6.4,3.9,65.01,69.18,9090000,129.18
100,100,100,42.78,53.64,42.14,36.1,70.33,40739,5802.57,5.4,3,67.38,73.39,8620000,123.14
100,100,100,44.71,57.35,44.16,35,73.36,48178,6899.72,2.9,1.4,70.08,76.75,8430000,121.07
99.8,99.7,99.9,44.72,59.06,44.25,34.5,77.42,56061,8071.87,2.3,1.2,73.74,81.22,8450000,122.05
96.5,93.7,99,35.38,2.92,34.81,36.2198132780083,40.44,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,93476,104.27
96.8,94.3,99.1,35.93,6.35,34.35,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,110668,121.57
97,94.4,99.3,31.83,7.88,29.91,36.2198132780083,41,6,66.84,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,117587,127.25
98.1,96.4,99.5,35.86,8.38,34.85,36.2198132780083,43.16,14,160.11,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,126594,134.92
98.3,96.7,99.7,48.88,22.24,48.37,36.2198132780083,47.08,20,226.49,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,136480,143.2
98,96.2,99.5,56.96,29.01,56.69,46.8,50.4,32,355.76,1.2,0.5,63.99525,67.5129845422117,136790,141.44
100,100,100,55.99,28.45,55.71,36.2198132780083,51.25,36,394.05,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,151336,154.42
100,100,100,57.78,28.51,57.55,36.2198132780083,54.26,94,1006.22,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,148244,149.38
100,100,100,61.12,23.27,60.94,36.2198132780083,56.51,2930,30947.33,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,151857,151.09
100,100,100,64.55,25.19,64.4,36.2198132780083,62.6,14874,155191.3,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,167282,164.31
100,100,100,66.1,37.23,65.93,32.1,69.2,25570,264256.63,0.5,0.1,63.99525,67.5129845422117,178946,173.56
100,100,100,66.67,35.83,66.54,36.2198132780083,76.6,9413,96419.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,193672,185.56
12.1,77.8707367149758,33.1,18.6,6.75,12.19,36.2198132780083,0.25,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1010000,16.56
14.6,1,36.5,15.63,49.44,9.67,36.2198132780083,0.26,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1160000,18.53
11.5,77.8707367149758,34.3,45.21,8.11,42.98,36.2198132780083,0.58,3,0.47,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2e+06,31.07
14.2,77.8707367149758,35.8,34.42,50.42,32.86,34,0.9,4,0.6,38.7,10.6,63.99525,67.5129845422117,2140000,32.32
17.2,1.5,41,45.3,58.42,44.53,36.2198132780083,2.5,9,1.33,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2210000,32.55
13.5,77.8707367149758,41.4,51.34,46.75,50.72,36.2198132780083,4,7,1.01,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4e+06,57.43
18.8,1.8,44,76.22,62.84,76.08,36.2198132780083,6.06,5,0.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4760000,66.62
19.7,1.9,45.4,72.05,57.19,71.64,36.2198132780083,6.34,7,0.96,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5660000,77.34
20.3,1.6,46.9,55.7,2.16,54.69,36.2198132780083,11.77,11,1.47,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6280000,83.79
23.4,5.4,48.7,37.96,10.22,36.66,36.2198132780083,13.24,14,1.82,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6630000,86.29
26.1,6.4,53.2,36.59,6.65,34.25,35.7,15.8,82041.0339782916,3567.78490926012,26.1,6,63.99525,67.5129845422117,6360000,80.84
22.7,1.5,51.4,33.01,9.27,28.69,36.2198132780083,20.8,41,5.1,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6730000,83.63
100,100,100,44.55,33.4,44.41,36.2198132780083,69,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6410000,132.58
100,100,100,47.26,36.49,47.12,36.2198132780083,69,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,64.49,72.6,6880000,137.4
100,100,100,47.08,32.67,46.98,36.2198132780083,71,2699,531.64,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7380000,143.01
100,100,100,48.75,34.35,48.66,36.2198132780083,71,4810,927.91,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7790000,147.58
100,100,100,51.26,36.08,51.18,36.2198132780083,72,10088,1898.94,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8070000,149.93
100,100,100,52.64,38.45,52.57,36.2198132780083,80.9,13765,2549.47,5.74672131147541,1.96690573770492,79.15,82.88,8440000,154.03
100,100,100,52.98,38.75,52.91,36.2198132780083,79.03,13915,2544,5.74672131147541,1.96690573770492,77.31,81.18,8100000,145.48
100,100,100,51.1,42.38,51.04,36.2198132780083,79.01,19844,3585.18,5.74672131147541,1.96690573770492,77.64,80.49,8230000,145.72
100,100,100,51.77,42.91,51.71,36.2198132780083,84.45,106879,19060.75,5.74672131147541,1.96690573770492,83.58,85.41,8460000,148.12
100,100,100,53.04,41.87,52.99,36.2198132780083,84.45,329385,58690.33,5.74672131147541,1.96690573770492,83.58,85.41,8380000,145.41
100,100,100,49.61,41.67,49.56,36.2198132780083,88.17,477674,84713.86,5.74672131147541,1.96690573770492,87.56,88.79,8570000,147.36
100,100,100,49.85,42.82,49.79,36.2198132780083,88.95,698581,122481.38,5.74672131147541,1.96690573770492,87.81,90.16,9030000,154
99.7,77.8707367149758,99.6,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
99.7,77.8707367149758,99.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,40.68,16.07,40.58,36.2198132780083,43.7411033057851,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,43.5,15.64,43.02,36.2198132780083,43.7411033057851,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,68840,195.91
100,100,100,43.29,15.97,43.29,36.2198132780083,43.7411033057851,12,327.81,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,45.23,15.67,45.18,36.2198132780083,43.7411033057851,20,530.72,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,45.83,14.05,45.64,36.2198132780083,43.7411033057851,24,618.16,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,46.79,12.99,46.47,36.2198132780083,43.7411033057851,28,718.1,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,52.19,19.01,52.18,36.2198132780083,43.7411033057851,30,776.9,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,62.61,23.45,62.36,36.2198132780083,43.7411033057851,32,821.9,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,62.97,18.37,62.86,36.2198132780083,43.7411033057851,33,832.32,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625
100,100,100,36.59,34.77,39.01,26,66.05,82041.0339782916,3567.78490926012,0.4,0.2,69.28,73.42,5520000,102.57
100,100,100,39.93,32.02,41.75,27.2,70,82041.0339782916,3567.78490926012,0.4,0.2,73.29,77.12,5500000,102.02
100,100,100,36.17,33.55,37.41,27.3,75.71,738,136.88,0.5,0.3,76.47,82.47,5930000,109.8
100,100,100,34.49,35.72,35.24,26.5,74.44,1074,198.95,0.4,0.2,73.12,75.89,5980000,110.74
100,100,100,32.89,41.71,33.91,26.1,76.71,1934,357.65,0.4,0.2,74.35,79.32,6090000,112.67
100,100,100,43.85,41.29,43.72,28.1,77.88,2673,493.78,0.3,0.2,78.16,77.59,6210000,114.66
100,100,100,43.49,39.1,43.46,26.1,79.98,3564,657.73,0.7,0.4,79.43,80.56,6380000,117.69
100,100,100,43.06,37.8,42.98,26.5,77.63,5795,1068.44,0.7,0.3,76.87,78.42,6680000,123.06
100,100,100,46,38.43,45.91,25.2,80.48,17600,3240.78,1.4,1.1,79.29,81.7,6990000,128.7
100,100,100,44.9,41.84,44.8,23.2,81.63,37877,6963.67,0.2,0.1,80.28,83,7120000,130.86
100,100,100,44.57,43.14,44.47,25,80.45,70772,12993.39,0.2,0.1,80.39,80.51,7240000,132.95
100,100,100,45.22,43.36,45.17,23.2,82.85,109581,20091.32,0.1,0,82.32,83.4,7400000,135.67
100,100,100,46.94,31.98,45.78,23.7,58,82041.0339782916,3567.78490926012,0,0,56.92,58.42,2050000,101.03
100,100,100,44.05,30.01,42.57,24.8,64,82041.0339782916,3567.78490926012,0,0,62.88,65.68,2100000,102.68
100,100,100,44.83,28.35,43.73,24.9,70,684,333.89,0,0,67.54,72.21,2120000,103.14
100,100,100,46.45,29.04,45.41,24.9,67.34,1025,499.31,0,0,63.51,71.13,2170000,104.99
100,100,100,50.49,31.01,49.71,25.6,68.35,1990,967.35,0,0,66.17,70.47,2240000,108.3
100,100,100,50.13,32.47,49.49,26.2,72.68,2504,1215.56,0,0,71.36,73.96,2280000,110.19
100,100,100,49.44,33.18,48.83,25.7,71.59,3213,1558.21,0,0,71.83,71.35,2330000,112.12
100,100,100,49.27,33.29,48.56,25.4,73.1,4517,2188.97,0,0,70.85,75.29,2350000,113.12
100,100,100,48.61,34.6,47.8,24.8,75.5,11628,5630.88,0,0,74.09,76.86,2390000,114.15
100,100,100,48.27,34.47,47.55,24.2,78.89,40489,19594.09,0,0,78.32,79.43,2440000,116.43
100,100,100,48.94,34.52,48.1,24.6,79.75,68476,33018.08,0,0,77.57,81.86,2470000,117.09
100,100,100,49.43,35.78,48.71,24.4,83.11,88819,42529.99,0,0,81.96,84.21,2510000,118.89
80.34,66.58,92.88,38.53,30.58,31.36,36.2198132780083,26.5,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,12726637,76.9
80.33,66.07,93.24,43.22,31.2,34.41,36.2198132780083,29.1,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,13851233,82.47
82.09,69.55,93.36,41.65,30.5,34.07,36.2198132780083,32.3,82041.0339782916,176.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,14935463,86.84
84.01,73.08,93.83,42.61,33.3,35.93,36.2198132780083,36.8,82041.0339782916,238.61,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,15853227,92.32
84.76,74.54,93.83,40.88,30.09,36.93,36.2198132780083,40.3,82041.0339782916,417.1,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,17091443,97.44
85.23,75.1,94.17,39.93,29.96,37.62,36.2198132780083,43.2,82041.0339782916,439.28,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,17808156,100.5
86.78,77.71,94.69,38.17,27.51,37.93,36.2198132780083,46.5,82041.0339782916,614.78,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,19173349,107.33
87.73,79.6,94.74,38.94,25.77,36.85,36.2198132780083,49.8,82041.0339782916,745.32,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,19900000,109.5
