"Access_Electricity","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications_Imports","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini_Index","Internet_Usage","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty_Rate","Poverty_Gap","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile_Cellular_Subscriptions","Log_Internet_Usage","Log_Access_Electricity","Log_Gini_Index","Log_Poverty_Rate","Log_Mobile_Cellular_Subscriptions","Log_Poverty_Gap","Log_Communications_Imports","Scaled_Internet_Usage","Scaled_Access_Electricity","Scaled_Gini_Index","Scaled_Poverty_Rate","Scaled_Mobile_Cellular_Subscriptions","Scaled_Poverty_Gap","Scaled_Communications_Imports","Access_Electricity_x_Gini","Poverty_Gap_x_Electricity","Communications_x_Internet","Internet_x_Electricity","Mobile_Cellular_x_Gini","Poverty_Quartile","Log_Poverty_Rate_Squared","Mobile_Cellular_Subscriptions_Squared","Internet_Usage_Adjusted","Mobile_Cellular_Subscriptions_Centered","Mobile_Cellular_Subscriptions_Centered_Squared"
91.1,66.2,98.6,34.19,15.2,32.78,44.4,38.2,731,24.57,6.1,1.8,63.99525,67.5129845422117,29400000,98.78,3.64283551561253,4.52287494326126,3.8155121050473,1.96009478404727,4.60296776243289,1.02961941718116,3.56076195133349,-0.195519150483601,0.313761402264157,1.77616149063763,0.0466014475559763,0.0114584079751859,-0.055032696961509,-0.14838290016911,4044.84,163.98,1306.058,3480.02,4385.832,4,3.84197156244931,9757.4884,38.2,0.477374999999796,0.227886890624805
92.1,69.9,98.8,34.4,12,33.02,43.9,39.2,872,29.03,5.4,1.6,36.03,42.35,29800000,99.18,3.66867674679642,4.53367418428302,3.80443779474821,1.85629799036563,4.60696856792947,0.955511445027436,3.56671182013973,-0.160233912202722,0.350162849248276,1.66759664053082,-0.0457364554900069,0.0210595877396822,-0.120977340588788,-0.13449171494097,4043.19,147.36,1348.48,3610.32,4354.002,2,3.44584222903548,9836.6724,39.2,0.877374999999802,0.769786890624652
92.9,72.8,98.9,35.53,13.57,34.17,43.1,40.24,1130,37.23,4.8,1.3,37.4,43.05,31900000,105.03,3.69486152579148,4.54223038621422,3.7864597824528,1.75785791755237,4.66372207293771,0.832909122935104,3.59813384080719,-0.123537264390607,0.379284006835572,1.49389288035992,-0.124883229529421,0.161476841795438,-0.219894306029706,-0.0597439087133552,4003.99,120.77,1429.7272,3738.296,4526.793,2,3.09006445830156,11031.3009,40.24,6.7273749999998,45.2575743906223
93.9,76.7,98.9,34.03,12.97,32.66,43.4,40.85,1412,45.98,4.7,1.3,38.47,43.22,34200000,111.47,3.70990682130601,4.55282370561588,3.79323946943818,1.7404661748405,4.72268651941593,0.832909122935104,3.5562048372094,-0.102013269039271,0.415685453819692,1.55903179042401,-0.13807435853599,0.316055836003825,-0.219894306029706,-0.158966660342931,4075.26,122.07,1390.1255,3835.815,4837.798,2,3.02922250576392,12425.5609,40.85,13.1673749999998,173.37976439062
94.2,78,98.9,34.68,12.14,33.3,43.6,45.46,2243,72.05,4.6,1.2,42.6,48.3,36900000,118.63,3.8168328184244,4.55597994179732,3.79773385902602,1.7227665977411,4.78440364618281,0.78845736036427,3.57459030771181,0.060651679435582,0.426605887914927,1.60245773046673,-0.151265487542559,0.487916953788306,-0.252866627843346,-0.115970134636782,4107.12,113.04,1576.5528,4282.332,5172.268,2,2.96792475029245,14073.0769,45.46,20.3273749999998,413.202174390616
94.8,80.5,98.9,34.05,12.24,32.71,43.3,50.45,6873,217.46,4.5,1.2,47.49,53.41,38900000,123.13,3.92098274679962,4.56226268497681,3.79098467705109,1.70474809223843,4.82132940352786,0.78845736036427,3.5567756134806,0.236725018457169,0.448446756105399,1.53731882040265,-0.164456616549128,0.595930226138887,-0.252866627843346,-0.157643690321204,4104.84,113.76,1717.8225,4782.66,5331.529,2,2.90616605799057,15160.9969,50.45,24.8273749999998,616.398549390615
95.2,81.8,99,33.63,12.72,32.39,42.4,55.05,8232,255.62,3.6,1,52.1,58.01,42200000,130.9,4.00824186316869,4.56642935767166,3.77045944110636,1.52605630349505,4.88204405972327,0.693147180559945,3.54472035841433,0.399037114549214,0.463007334899047,1.34190209021039,-0.28317677760825,0.782433143064225,-0.318811271470624,-0.185426060777485,4036.48,95.2,1851.3315,5240.76,5550.16,2,2.32884784143698,17134.81,55.05,32.5973749999998,1062.58885689061
95.6,82.9,99.1,34.57,14.23,33.42,41.5,59.95,12505,380.96,3,0.8,56.99,62.92,39800000,121.39,4.09351088147352,4.57057874121847,3.74950407593037,1.38629436111989,4.80721266739425,0.587786664902119,3.57150258596036,0.571934782125522,0.477567913692694,1.14648536001814,-0.362323551647664,0.554165094163329,-0.384755915097903,-0.123246469756284,3967.4,76.48,2072.4715,5731.22,5037.685,2,1.9218120556728,14735.5321,59.95,23.0873749999998,533.026884390616
83.3,74.6,93.7,24.88,69.54,23.44,36.2198132780083,6.22,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,68100000,74.65,1.82776990675109,4.43438186500781,3.6168412344903,1.90905665524534,4.32611744023437,1.08751957056636,3.2534704696327,-1.32394107070612,0.029830115788025,1.558227305166e-13,-1.75741141726725e-14,-0.567732761318042,-1.39105197240841e-14,-0.764225445283347,3017.11044605809,163.84324795082,154.7536,518.126,2703.80906120332,3,3.64449731293653,5572.6225,6.22,-23.6526250000002,559.446669390634
84.3,76.1,94.1,21.01,74.43,19.06,46.3,9,82041.0339782916,3567.78490926012,11.3,2.5,63.99525,67.5129845422117,75600000,81.32,2.19722457733622,4.44617445449763,3.85651029549789,2.50959926237837,4.41061409152579,1.25276296849537,3.09149689553837,-1.22584810828527,0.0662315627721445,2.1887079210435,0.732540155897567,-0.40763308874507,0.175773555733967,-1.02022014448765,3903.09,210.75,189.09,758.7,3765.116,4,6.29808845773006,6612.9424,9,-16.9826250000002,288.409551890632
85.5,78.5,93.9,17.49,76.5,15.35,36.2198132780083,25,474,5.01,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,83200000,87.86,3.2188758248682,4.46014441393783,3.6168412344903,1.90905665524534,4.48706209750776,1.08751957056636,2.91723004539903,-0.661284295791207,0.109913299153088,1.558227305166e-13,-1.75741141726725e-14,-0.250653799595558,-1.39105197240841e-14,-1.25306286831173,3096.79403526971,168.170440573771,437.25,2137.5,3182.27279460581,3,3.64449731293653,7719.3796,25,-10.4426250000002,109.048416890629
87.2,81.2,94.4,18.51,74.56,16.46,36.2198132780083,29,674,7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,94200000,97.77,3.36729582998647,4.47960696301275,3.6168412344903,1.90905665524534,4.59279391492004,1.08751957056636,2.97092715463502,-0.52014334266769,0.171795759026091,1.558227305166e-13,-1.75741141726725e-14,-0.0127845709301669,-1.39105197240841e-14,-1.18559139720361,3158.36771784232,171.514180327869,536.79,2528.8,3541.21114419087,3,3.64449731293653,9558.9729,29,-0.532625000000209,0.283689390625223
87.1,80.7,94.7,20.81,71.46,19.11,46.5,30.8,1146,11.69,10.9,2.4,63.99525,67.5129845422117,1.02e+08,104.03,3.42751468997953,4.47847253294213,3.8607297110406,2.47653840011748,4.65424602363468,1.22377543162212,3.08236858021354,-0.456629913762107,0.168155614327679,2.23213386108622,0.679775639871291,0.137473892384198,0.142801233920328,-1.03344984470493,4050.15,209.04,640.948,2682.68,4837.395,4,6.13324244725645,10822.2409,30.8,5.7273749999998,32.8028243906227
87.5,81.9,94.1,24.28,72.08,23.04,36.2198132780083,32.7,1233,12.37,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.03e+08,103.13,3.48737507790321,4.48300255201388,3.6168412344903,1.90905665524534,4.6456401185418,1.08751957056636,3.23001356927866,-0.389587961028437,0.182716193121327,1.558227305166e-13,-1.75741141726725e-14,0.115871237914081,-1.39105197240841e-14,-0.803914545935177,3169.23366182573,172.10425204918,793.956,2861.25,3735.349343361,3,3.64449731293653,10635.7969,32.7,4.82737499999979,23.303549390623
89.8,84.6,95.8,25.2,71.65,24.06,36.2198132780083,34.7,1619,15.98,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.11e+08,109.87,3.54673968695281,4.50865928560725,3.6168412344903,1.90905665524534,4.70835834378426,1.08751957056636,3.26575941076705,-0.319017484466678,0.266439521184802,1.558227305166e-13,-1.75741141726725e-14,0.277651116945841,-1.39105197240841e-14,-0.743057924935704,3252.53923236515,176.628135245902,874.44,3116.06,3979.47088485477,3,3.64449731293653,12071.4169,34.7,11.5673749999998,133.80416439062
89.1,83.2,95.9,29.92,73.36,29.15,44.6,36.9,2139,20.76,6.5,1.3,63.99525,67.5129845422117,1.18e+08,114.37,3.60821155104648,4.50092016461429,3.81990771652034,2.01490302054226,4.7481443549392,0.832909122935104,3.43140322371922,-0.241389960248744,0.240958508295918,1.81958743068035,0.0993659635822526,0.385664389296422,-0.219894306029706,-0.43083699980797,3973.86,115.83,1104.048,3287.79,5100.902,4,4.05983418219032,13080.4969,36.9,16.0673749999998,258.160539390619
92,87.9,96.6,28.08,75.92,27,36.2198132780083,39.2,4202,40.07,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.2e+08,114.51,3.66867674679642,4.53259949315326,3.6168412344903,1.90905665524534,4.74935710630059,1.08751957056636,3.37005065266532,-0.160233912202722,0.346522704549864,1.558227305166e-13,-1.75741141726725e-14,0.389024802213996,-1.39105197240841e-14,-0.552550241806918,3332.22282157676,180.955327868853,1100.736,3606.4,4147.53081846473,3,3.64449731293653,13112.5401,39.2,16.2073749999998,262.679004390619
93,90,96.4,27.79,71.86,26.97,36.2198132780083,41.6,9239,86.56,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.2e+08,112.4,3.72810016726722,4.54329478227,3.6168412344903,1.90905665524534,4.73092139129365,1.08751957056636,3.36002810462408,-0.0755493403286118,0.382924151533984,1.558227305166e-13,-1.75741141726725e-14,0.338378578956279,-1.39105197240841e-14,-0.571733307121969,3368.44263485477,182.922233606558,1156.064,3868.8,4071.10701244813,3,3.64449731293653,12633.76,41.6,14.0973749999998,198.735981890619
94.2,91.3,97.4,28.14,70.53,26.72,42.3,44.1,9903,91.21,3,0.5,63.99525,67.5129845422117,1.35e+08,123.98,3.7864597824528,4.55597994179732,3.76815263500844,1.38629436111989,4.82815372450094,0.405465108108164,3.37211180076706,0.0126637553735863,0.426605887914927,1.32018912018903,-0.362323551647664,0.616332733138442,-0.483672880538822,-0.548581331741734,3984.66,47.1,1240.974,4154.22,5244.354,2,1.9218120556728,15371.0404,44.1,25.6773749999998,659.327586890615
95.3,93,97.8,30.5,68.51,29.14,36.2198132780083,43.03,12035,109.03,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1.67e+08,151.59,3.76189754685051,4.56746831880408,3.6168412344903,1.90905665524534,5.02775458590364,1.08751957056636,3.44998754583159,-0.0250914495869545,0.466647479597459,1.558227305166e-13,-1.75741141726725e-14,1.27905416638279,-1.39105197240841e-14,-0.392470869177868,3451.74820539419,187.446116803279,1312.415,4100.759,5490.56149481328,3,3.64449731293653,22979.5281,43.03,53.2873749999998,2839.5443343906
99.8,99.9,99.7,41.86,38.39,40.8,33.5,53.13,82041.0339782916,3567.78490926012,0.2,0.1,51.81,54.58,43900000,114.03,3.97274174046285,4.61313835563727,3.54095932403731,0.182321556793955,4.74519296390792,0.0953101798043249,3.75793899004543,0.331289457049926,0.630453991025996,-0.590552241690803,-0.731675163831598,0.3775033864966,-0.615562167793379,0.358976103163457,3343.3,9.98,2224.0218,5302.374,3820.005,1,0.0332411500717714,13002.8409,53.13,15.7273749999998,247.350324390619
100,100,100,44.31,41.26,43.33,33.4,58.97,82041.0339782916,3567.78490926012,0.4,0.1,57.05,61.11,44800000,116.21,4.07702884001241,4.61512051684126,3.53805656437935,0.336472236621213,4.76396719773509,0.0953101798043249,3.81352775867905,0.53735524861026,0.63773428042282,-0.612265211712165,-0.705292905818459,0.429829816213104,-0.615562167793379,0.521039930825098,3340,10,2612.9607,5897,3881.414,1,0.113213566016882,13504.7641,58.97,17.9073749999998,320.674079390617
100,100,100,47.08,46.24,46.83,33.2,62.32,5897,155.01,0.3,0.1,60.55,64.33,4.7e+07,121.65,4.13228240156249,4.61512051684126,3.53222564406856,0.262364264467491,4.8093347707045,0.0953101798043249,3.87286629022695,0.655560796851205,0.63773428042282,-0.655691151754887,-0.718484034825029,0.560405861010252,-0.615562167793379,0.704271278834382,3320,10,2934.0256,6232,4038.78,1,0.0688350072695676,14798.7225,62.32,23.3473749999998,545.099919390616
100,100,100,49.05,45.12,48.84,33.2,61.95,8655,227.38,0.3,0.1,60.45,63.62,50200000,129.88,4.12632760807515,4.61512051684126,3.53222564406856,0.262364264467491,4.87428087285444,0.0953101798043249,3.91302250576123,0.64250525868728,0.63773428042282,-0.655691151754887,-0.718484034825029,0.757950134664759,-0.615562167793379,0.834583825974559,3320,10,3038.6475,6195,4312.016,1,0.0688350072695676,16868.8144,61.95,31.5773749999998,997.130611890612
100,100,100,47.32,44.69,47.1,33,62.31,15198,399.28,0.2,0.1,61.6,63.1,54100000,140.03,4.13212192655613,4.61512051684126,3.52636052461616,0.182321556793955,4.94897263370415,0.0953101798043249,3.87784555362656,0.655207944468397,0.63773428042282,-0.699117091797611,-0.731675163831598,1.00158007118885,-0.615562167793379,0.720146919095114,3300,10,2948.5092,6231,4620.99,1,0.0332411500717714,19608.4009,62.31,41.7273749999998,1741.17382439061
100,100,100,50.26,45.87,50.06,33.1,62.85,19695,517.74,0.4,0.2,61.94,63.86,5.7e+07,147.57,4.14075093503626,4.61512051684126,3.52929738428947,0.336472236621213,5.00105622764926,0.182321556793955,3.93691072093592,0.674261973140072,0.63773428042282,-0.677404121776249,-0.705292905818459,1.1825623097496,-0.58258984597974,0.914623512289083,3310,20,3158.841,6285,4884.567,1,0.113213566016882,21776.9049,62.85,49.2673749999998,2427.2742393906
100,100,100,51.04,47.35,50.86,32.8,66.6,25891,681.13,0.4,0.2,66.12,67.14,56900000,147.49,4.19870457754634,4.61512051684126,3.52046080248897,0.336472236621213,5.00051761590797,0.182321556793955,3.9520126536443,0.806581616693368,0.63773428042282,-0.742543031840335,-0.705292905818459,1.1806420737967,-0.58258984597974,0.966219343136463,3280,20,3399.264,6660,4837.672,1,0.113213566016882,21753.3001,66.6,49.1873749999998,2419.39785939061
100,100,100,51.51,48.4,51.34,31.8,68,36309,955.84,0.4,0.2,66.91,69.24,54500000,141.46,4.21950770517611,4.61512051684126,3.4904285153901,0.336472236621213,4.95906125855021,0.182321556793955,3.96100362764977,0.8559809502866,0.63773428042282,-0.959672732053952,-0.705292905818459,1.03590428884692,-0.58258984597974,0.997309138647064,3180,20,3502.68,6800,4498.428,1,0.113213566016882,20010.9316,68,43.1573749999998,1862.55901689061
100,100,100,51.31,49.44,51.15,31.2,73.3,94640,2492.49,0.2,0.1,72.78,73.84,5.3e+07,137.55,4.29456060889261,4.61512051684126,3.47196645255036,0.182321556793955,4.93123127130899,0.0953101798043249,3.95718755738252,1.04299271317526,0.63773428042282,-1.08995055218212,-0.731675163831598,0.942052756648973,-0.615562167793379,0.984079438429787,3120,10,3761.023,7330,4291.56,1,0.0332411500717714,18920.0025,73.3,39.2473749999998,1540.35644439061
100,100,100,51.65,49.66,51.49,29.7,75.99,248163,6534.93,0.3,0.2,75.46,76.53,50500000,130.95,4.33060175268169,4.61512051684126,3.42426265459315,0.262364264467491,4.88242306294933,0.182321556793955,3.96366623857998,1.13791000415082,0.63773428042282,-1.41564510250255,-0.718484034825029,0.783633290534786,-0.58258984597974,1.00656992879916,2970,20,3924.8835,7599,3889.215,1,0.0688350072695676,17147.9025,75.99,32.6473749999998,1065.85109439061
100,100,100,52.19,50.63,52.05,30.2,77.54,616219,16227.07,0.2,0.1,77.3,77.79,48300000,125.35,4.35079393224278,4.61512051684126,3.44041809481544,0.182321556793955,4.8390558338342,0.0953101798043249,3.97387040875423,1.19260212348619,0.63773428042282,-1.30708025239574,-0.731675163831598,0.64921677383184,-0.615562167793379,1.0422901193858,3020,10,4046.8126,7754,3785.57,1,0.0332411500717714,15712.6225,77.54,27.0473749999998,731.560494390614
100,100,100,53.11,50.85,52.96,28.8,80.44,782319,20606.06,0.1,0,79.97,80.92,48400000,125.72,4.38751156490445,4.61512051684126,3.39450839351136,0.0953101798043249,4.84197992806612,0,3.99101901165464,1.29492931450074,0.63773428042282,-1.6110618326948,-0.744866292838167,0.658097865114,-0.648534489607019,1.10314674038528,2880,0,4272.1684,8044,3620.736,1,0.00908403037433274,15805.5184,80.44,27.4173749999998,751.712451890614
100,100,100,37.86,29.79,36.99,36.6,44.13,82041.0339782916,3567.78490926012,0.1,0.1,40.08,48.37,1.4e+07,132.78,3.78713982328146,4.61512051684126,3.62700405039585,0.0953101798043249,4.89619665969026,0.0953101798043249,3.65996544394929,0.0137223125220127,0.63773428042282,0.0825498289714112,-0.744866292838167,0.827558687957356,-0.615562167793379,0.0943820988179198,3660,10,1670.7618,4413,4859.748,1,0.00908403037433274,17630.5284,44.13,34.4773749999998,1188.68938689061
100,100,100,40.94,31.13,40.36,34.9,48.27,82041.0339782916,3567.78490926012,0.2,0.1,43.9,52.85,11800000,111.37,3.8768102496724,4.61512051684126,3.58073729549423,0.182321556793955,4.72179699791981,0.0953101798043249,3.73624002547377,0.159803199004853,0.63773428042282,-0.286570661391739,-0.731675163831598,0.313655541062701,-0.615562167793379,0.298119482163983,3490,10,1976.1738,4827,3886.813,1,0.0332411500717714,12403.2769,48.27,13.0673749999998,170.75628939062
100,100,100,38.85,28.18,38.35,35.8,53.3,1717,162.39,0.1,0.1,48.32,58.5,12200000,115.32,3.9759363311718,4.61512051684126,3.60549784517489,0.0953101798043249,4.75634501378521,0.0953101798043249,3.68512240523622,0.337287947557675,0.63773428042282,-0.0911539311994835,-0.744866292838167,0.4084671912371,-0.615562167793379,0.15986911489344,3580,10,2070.705,5330,4128.456,1,0.00908403037433274,13298.7024,53.3,17.0173749999998,289.591051890618
100,100,100,37.25,29.21,36.84,36.3,55.25,2256,213.69,0.5,0.2,52.53,58.1,12300000,116.75,4.01186834039786,4.61512051684126,3.61899332664977,0.405465108108164,4.76856373289653,0.182321556793955,3.64414356027254,0.406094162205389,0.63773428042282,0.0174109189073251,-0.69210177681189,0.442791408895174,-0.58258984597974,0.0540315131552255,3630,20,2058.0625,5525,4238.025,1,0.164401953893165,13630.5625,55.25,18.4473749999998,340.305644390617
100,100,100,35.37,27.55,34.87,36,60.34,3767,358.26,0.7,0.4,56.29,64.56,11900000,113.26,4.09999523373092,4.61512051684126,3.61091791264422,0.53062825106217,4.73847655329632,0.336472236621213,3.5937442589989,0.585696025055065,0.63773428042282,-0.0477279911567595,-0.665719518798752,0.359021115449946,-0.516645202352461,-0.070327668887177,3600,40,2134.2258,6034,4077.36,1,0.281566340825297,12827.8276,60.34,14.9573749999998,223.723066890619
100,100,100,36.49,30.19,36.11,36.2,62.1,4420,422.67,0.9,0.4,58.21,66.29,1.2e+07,114.59,4.12874598893943,4.61512051684126,3.6163087612791,0.641853886172395,4.75004944730618,0.336472236621213,3.62407423074782,0.647798044429412,0.63773428042282,-0.00430205111403542,-0.639337260785614,0.390945038166895,-0.516645202352461,0.00375865232957363,3620,40,2266.029,6210,4148.158,1,0.411976411194606,13130.8681,62.1,16.2873749999998,265.278584390618
100,100,100,39.66,28.58,39.33,35.6,64.59,5570,535.52,0.5,0.2,60.88,68.63,11900000,114.29,4.16805960004438,4.61512051684126,3.60004824040732,0.405465108108164,4.74745069324486,0.182321556793955,3.7052448082002,0.735658287748801,0.63773428042282,-0.134579871242206,-0.69210177681189,0.383744153343523,-0.58258984597974,0.213449400773411,3560,20,2561.6394,6459,4068.724,1,0.164401953893165,13062.2041,64.59,15.9873749999998,255.596159390619
100,100,100,40.85,28.31,40.34,35.5,68.63,9336,901.33,0.5,0.3,65.72,71.81,11700000,113.02,4.22872975692054,4.61512051684126,3.59731226058845,0.405465108108164,4.73637387160344,0.262364264467491,3.73409179693548,0.878210650403553,0.63773428042282,-0.156292841263568,-0.69210177681189,0.353260407591248,-0.5496175241661,0.292166117066209,3550,30,2803.5355,6863,4012.21,1,0.164401953893165,12773.5204,68.63,14.7173749999998,216.601126890619
100,100,100,43.3,28.1,43.01,35.2,70.42,32838,3180.3,0.4,0.2,69,71.98,11600000,111.99,4.25447731372691,4.61512051684126,3.58905911883173,0.336472236621213,4.72729931922115,0.182321556793955,3.79098467705109,0.941371226926327,0.63773428042282,-0.221431751327653,-0.705292905818459,0.32853736969767,-0.58258984597974,0.45422994472785,3520,20,3049.186,7042,3942.048,1,0.113213566016882,12541.7601,70.42,13.6873749999998,187.344234390619
100,100,100,41.15,25.95,40.84,33.8,73.79,128391,12464.78,0.4,0.2,71.56,76.23,11800000,114.13,4.30122322107028,4.61512051684126,3.54961738678043,0.336472236621213,4.74606192468557,0.182321556793955,3.74123468444786,1.06028247993289,0.63773428042282,-0.525413331626718,-0.705292905818459,0.379903681437724,-0.58258984597974,0.312010667392124,3380,20,3036.4585,7379,3857.594,1,0.113213566016882,13025.6569,73.79,15.8273749999998,250.505799390618
100,100,100,40.18,25.31,39.84,33.5,74.66,164308,15977.33,0.3,0.2,73.03,76.44,11900000,115.25,4.31294447348644,4.61512051684126,3.54095932403731,0.262364264467491,4.75574304446747,0.182321556793955,3.71795270159964,1.09098063723725,0.63773428042282,-0.590552241690803,-0.718484034825029,0.406786984778314,-0.58258984597974,0.247846621338331,3350,20,2999.8388,7466,3860.875,1,0.0688350072695676,13282.5625,74.66,16.9473749999998,287.213519390618
100,100,100,41.25,25.73,40.97,32.8,75.35,196988,19150.59,0.1,0.1,74.06,76.76,11900000,115.74,4.3221439250725,4.61512051684126,3.52046080248897,0.0953101798043249,4.75994923977565,0.0953101798043249,3.74360435380318,1.11532745165106,0.63773428042282,-0.742543031840335,-0.744866292838167,0.418548429989821,-0.615562167793379,0.318625517500762,3280,10,3108.1875,7535,3796.272,1,0.00908403037433274,13395.7476,75.35,17.4373749999998,304.062046890618
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,38,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2540000,67.69,3.63758615972639,4.61512051684126,3.6168412344903,1.90905665524534,4.22960362822579,1.08751957056636,3.62255743873369,-0.202576198139777,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.734793289220275,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1384.46078571429,3800,2451.71916078838,3,3.64449731293653,4581.9361,38,-30.6126250000002,937.132809390638
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,41.5,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2710000,72.54,3.72569342723665,4.61512051684126,3.6168412344903,1.90905665524534,4.29782947587313,1.08751957056636,3.62255743873369,-0.0790778641566997,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.618378984575759,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1511.97691071429,4150,2627.38525518672,3,3.64449731293653,5262.0516,41.5,-25.7626250000002,663.712846890635
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,45.3,354,95.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2930000,78.91,3.81330703248899,4.61512051684126,3.6168412344903,1.90905665524534,4.38090100138637,1.08751957056636,3.62255743873369,0.0550060413106412,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.465480196826159,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1650.42298928572,4530,2858.10546576763,3,3.64449731293653,6226.7881,45.3,-19.3926250000002,376.073904390633
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,48,496,134.83,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3110000,84.2,3.87120101090789,4.61512051684126,3.6168412344903,1.90905665524534,4.44500143383527,1.08751957056636,3.62255743873369,0.150276184669015,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.338504594440698,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1748.79257142857,4800,3049.7082780083,3,3.64449731293653,7089.64,48,-14.1026250000002,198.884031890631
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,69,609,167.56,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3050000,83.37,4.23410650459726,4.61512051684126,3.6168412344903,1.90905665524534,4.43521188817754,1.08751957056636,3.62255743873369,0.891266188567479,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.358427042452027,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2513.88932142857,6900,3019.64583298755,3,3.64449731293653,6950.5569,69,-14.9326250000002,222.983289390631
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,69,665,185.08,5.74672131147541,1.96690573770492,68.51,69.55,3090000,85.34,4.23410650459726,4.61512051684126,3.6168412344903,1.90905665524534,4.45829299012733,1.08751957056636,3.62255743873369,0.891266188567479,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.311141232111884,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2513.88932142857,6900,3090.99886514523,3,3.64449731293653,7282.9156,69,-12.9626250000002,168.02964689063
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,76.13,730,206.51,5.74672131147541,1.96690573770492,75.02,77.39,3210000,90.14,4.33244240531812,4.61512051684126,3.6168412344903,1.90905665524534,4.51239678583574,1.08751957056636,3.62255743873369,1.14284993751015,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.19592707493793,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2773.65788464286,7613,3264.85396887967,3,3.64449731293653,8125.2196,76.13,-8.1626250000002,66.6284468906283
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,63.47,1106,318.44,5.74672131147541,1.96690573770492,64.25,62.61,3200000,91.64,4.15056735331838,4.61512051684126,3.6168412344903,1.90905665524534,4.52872101382469,1.08751957056636,3.62255743873369,0.696138820874217,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.15992265082107,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2312.41384392857,6347,3319.18368879668,3,3.64449731293653,8397.8896,63.47,-6.6626250000002,44.3905718906277
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,68.64,1430,419.76,5.74672131147541,1.96690573770492,69.68,67.5,3250000,94.74,4.22887545517971,4.61512051684126,3.6168412344903,1.90905665524534,4.56163618396436,1.08751957056636,3.62255743873369,0.878563502786362,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.085513507646225,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2500.77337714286,6864,3431.46510995851,3,3.64449731293653,8975.6676,68.64,-3.56262500000021,12.6922968906265
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,68.74,941,282.98,5.74672131147541,1.96690573770492,69.73,67.65,3390000,100.68,4.23033127142169,4.61512051684126,3.6168412344903,1.90905665524534,4.6218306268812,1.08751957056636,3.62255743873369,0.88209202661445,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.0570640118565426,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2504.416695,6874,3646.61080082988,3,3.64449731293653,10136.4624,68.74,2.3773749999998,5.65191189062406
